,angle
1125,65.44328337291009
1126,60.23929877085665
1127,62.470081594754944
1128,64.33252438693201
1129,63.5385959675228
1130,60.04144238589185
1131,61.68339867433361
1132,64.87986858368215
1133,64.84772955758403
1134,65.16656917244075
1135,62.85138164194408
1136,62.18034752045054
1137,63.49164089443033
1138,68.06304960272925
1139,65.2870359740429
1140,63.24179744508545
1141,63.7403624540796
1142,64.4677041523604
1143,64.50039770504632
1144,62.875179618498436
1145,63.80857295707309
1146,63.60130767299943
1147,63.027358088634365
1148,64.37089971890899
1149,63.009285241094865
1150,63.143042550395855
1151,62.66838121634002
1152,66.92637882114715
1153,65.26870792753841
1154,65.98231176959099
1155,64.58660641527779
1156,64.43904454175555
1157,65.2719237684957
1158,62.15034321131497
1159,65.26810722178368
1160,66.64922969537866
1161,64.74547881175798
1162,65.069124904862
1163,64.65437911191553
1164,62.97468685883616
1165,62.73485286018537
1166,63.94582598478794
1167,62.80849605339049
1168,64.16245904245116
1169,64.42429948180408
1170,63.87453762832227
1171,64.99625133129517
1172,63.75251557174566
1173,62.17461041424617
1174,65.294181736603
1175,64.57802924158462
1176,63.85298194840721
1177,63.882539133463624
1178,64.00682384718871
1179,64.44936488922698
1180,62.65455922583195
1181,65.05336325578548
1182,63.95272171987019
1183,62.007580149512975
1184,61.24810080706447
1185,63.792871765922015
1186,65.32328080826773
1187,67.00684335949417
1188,64.2127709907527
1189,65.63968819601453
1190,65.54411938353583
1191,64.2137659491835
1192,63.336449496556696
1193,66.3669193262326
1194,64.18188937106859
1195,65.11788551825506
1196,63.540467177897064
1197,67.44613356102978
1198,65.11156427251186
1199,67.36541400470425
1200,65.1366193641438
1201,65.14340770103895
1202,66.56180613032778
1203,65.7912279573639
1204,61.66409994319676
1205,62.811620698840656
1206,62.543214445629516
1207,64.597068257912
1208,66.94186196316531
1209,63.05186942280482
1210,68.87482068873649
1211,66.15415756141421
1212,63.02954607910705
1213,65.43285399550011
1214,67.03113280462183
1215,62.49642258720717
1216,65.92788854231259
1217,67.99953370565802
1218,64.70440133323957
1219,67.66973097880954
1220,66.76359770777437
1221,64.51748367232629
1222,63.8471267398687
1223,65.26542026991797
1224,65.20200916057833
1225,62.15634050311947
1226,62.75918881040291
1227,60.343786042947144
1228,58.03565491496204
1229,57.3755491006347
1230,57.21094472683522
1231,56.58964690172757
1232,59.7070268841279
1233,58.80846711067329
1234,61.36102344683452
1235,61.63719341387282
1236,62.738034970774905
1237,59.20063511207192
1238,58.863545411458
1239,59.119015075363926
1240,58.680040406208974
1241,59.234071763755715
1242,56.08720757469209
1243,55.796501387885904
1244,59.170343400738034
1245,57.62635876570214
1246,59.55967246628784
1247,56.789906354760966
1248,57.08100730673194
1249,60.88889979086217
1250,60.833211896726155
1251,60.91483138020505
1252,60.03982315723453
1253,66.41732332797966
1254,64.7005307342414
1255,63.001030253507714
1256,65.40238986449525
1257,61.19866014903162
1258,64.0145623639384
1259,65.73874285343956
1260,65.39679543998886
1261,64.243288186695
1262,62.30214452359092
1263,62.4205785384238
1264,63.97766640485747
1265,62.177663872072586
1266,64.33654673070232
1267,65.38929025878168
1268,65.77677785892209
1269,64.87823372542144
1270,64.62952139721786
1271,63.196923539225914
1272,63.81230251800918
1273,64.02593667785831
1274,61.09031698744348
1275,63.95733354335209
1276,64.58747633193312
1277,61.974372453470885
1278,65.28949280894386
1279,61.85237605767577
1280,66.44361477047751
1281,62.284904009454216
1282,64.05563138237409
1283,64.75104063036645
1284,64.4411748340218
1285,66.67301476842341
1286,59.28022669858524
1287,63.283911653904134
1288,61.63301668072515
1289,63.54324061676302
1290,61.07576504304976
1291,65.64700107441206
1292,65.98752599920262
1293,65.89130543309943
1294,64.51492712901175
1295,66.95850847361012
1296,63.023943130315935
1297,62.59081746940141
1298,63.66423652446732
1299,60.647923796039244
1300,61.894807345152124
1301,64.23607629834632
1302,62.94345618759309
1303,67.3012983062118
1304,65.57865451268368
1305,67.31615327664845
1306,66.43011904890272
1307,62.98746502732281
1308,66.03853125580773
1309,63.21384243492166
1310,65.07121653840164
1311,63.20709261308586
1312,65.00407176321971
1313,62.59090171919861
1314,61.14633729685134
1315,63.51174890485347
1316,65.31267273813971
1317,60.25909052870378
1318,64.15850488862988
1319,67.04967634488604
1320,66.04648887368593
1321,60.42903715755103
1322,64.52593578374955
1323,64.87224042618554
1324,66.07832099338634
1325,64.6745640497181
1326,63.40084312541309
1327,67.64175202619897
1328,65.52456985446914
1329,62.86597978020993
1330,63.9689104214433
1331,66.05485228814142
1332,65.0599395626146
1333,62.25093862862547
1334,65.01658400158719
1335,64.64312188153352
1336,67.02535901948887
1337,64.96769349832665
1338,67.60778968927508
1339,66.57287159922898
1340,68.91188573411632
1341,64.27993443633719
1342,63.52468815631371
1343,61.850076725633045
1344,64.84869841865178
1345,62.38496620517123
1346,59.943753152560596
1347,58.12768180784841
1348,66.16977014228723
1349,62.66952672874055
1350,64.85795933517507
1351,66.63431548152326
1352,61.297327384990666
1353,63.6980408312113
1354,64.73464293041279
1355,64.17211912262512
1356,66.49648570480566
1357,64.23636278998873
1358,63.63412309154601
1359,61.76398264746981
1360,63.59799112486902
1361,65.01594466907328
1362,62.300423590484925
