#Frame             d1           d2           d3
    3719      61.6343     -97.9205     -66.3282
    3720      60.7777    -112.4153     -57.5881
    3721      59.5759    -106.2989     -69.9331
    3722      51.4907    -103.4095     -77.0334
    3723      65.7803     -88.2491     -66.4903
    3724      52.3083    -108.4311     -74.3184
    3725      51.5581    -108.3532     -65.5428
    3726      46.1024    -118.0670     -61.0961
    3727      56.1151    -108.6229     -55.3663
    3728      30.8547    -177.4207     -47.6317
    3729      24.5190     174.0467     -54.7115
    3730      40.6593    -171.5297     -58.9783
    3731      25.8856    -176.2557     -65.1108
    3732      38.2620    -160.3167     -51.8013
    3733      27.9727     163.4896     -52.6520
    3734      28.2177    -179.7898     -56.4719
    3735      38.5055    -175.0031     -52.0306
    3736      30.7923    -176.1622     -59.9644
    3737      28.9375    -169.0725     -55.0019
    3738      28.0270    -174.8783     -52.1753
    3739      16.6478     176.2157     -56.0216
    3740      28.3845     174.7486     -47.0799
    3741      24.2344    -178.6103     -64.5231
    3742      35.8863    -174.5975     -59.1697
    3743      32.4817    -163.0753     -52.7755
    3744      28.2308    -173.3567     -67.0134
    3745      42.9683    -158.9045     -50.2631
    3746      25.1691     169.6172     -56.7022
    3747      17.7964     131.8894     -64.0429
    3748      16.9454     119.7073     -79.0752
    3749      25.3931     147.1376     -50.2872
    3750      26.7251      73.1058     -85.3504
    3751      14.9810      61.0985    -104.4591
    3752      49.8182       8.6155    -105.6515
    3753      25.5826      60.5217     -97.2969
    3754      26.9316      51.1392    -105.4862
    3755      22.5527      61.6452     -94.9172
    3756      31.6385      86.2694     -77.0671
    3757      38.4963      12.0222    -104.9114
    3758      51.3712      -9.8814    -101.2499
    3759      63.4203     -40.5643     -98.4527
    3760      44.4811       8.3248    -107.4837
    3761      39.5362      25.6425    -105.0611
    3762      52.5634       0.0724     -99.3337
    3763      36.9394      12.7067    -103.7993
    3764      42.2062       0.6789    -111.6688
    3765      44.7941      10.6364     -95.8108
    3766      41.6773      18.5852     -98.8429
    3767      56.0755      -6.6325     -89.7564
    3768      49.0588      15.6246    -106.0643
    3769      45.5543       8.2110    -114.5449
    3770      61.3680     -26.0729    -111.3068
    3771      64.1078     -46.0508     -81.9490
    3772      53.9139     -38.4590    -101.2446
    3773      59.7081    -103.2760     -60.1249
    3774      49.0704    -106.8518     -63.3215
    3775      61.5123     -93.6918     -76.7611
    3776      52.3806    -102.3406     -74.4330
    3777      57.5440     -82.1333     -95.0180
    3778      46.8348    -125.6944     -52.6980
    3779      52.7498     -98.8226     -64.2517
    3780      47.7526    -118.2650     -57.0244
    3781      13.5891     160.7220     -43.7358
    3782      21.3499     176.9673     -51.3084
    3783      47.9696    -113.3453     -68.3433
    3784      57.9553     -33.2262    -108.8961
    3785      51.8785     -28.0718    -105.3004
    3786      51.7020      -3.7723     -92.2829
    3787      44.3034      13.5620    -111.6276
    3788      27.0712      20.8567    -109.8225
    3789      33.9903      24.8310    -108.8150
    3790      51.6291      17.7004    -115.9767
    3791      50.7622      19.2660    -111.7655
    3792      29.6083      84.2356     -98.1338
    3793      17.7544      66.3278    -112.3271
    3794      32.8321      58.7185    -101.8908
    3795      30.7829      71.6025     -95.1774
    3796      13.7384     104.8160     -74.3893
    3797      25.5014     125.0551     -66.0335
    3798      17.1268     145.2150     -47.1008
    3799      19.7368     132.4550     -65.1527
    3800      29.6502      55.4512    -105.4547
    3801      30.5073      67.8887     -92.0281
    3802      29.5304      81.5884     -88.5933
    3803      21.2144      67.5382     -96.9482
    3804      29.3100      60.6633    -102.1871
    3805      28.5518      77.8100     -89.4491
    3806      23.8187      66.3748     -86.0214
    3807      31.6120      73.4947     -83.7217
    3808      19.7003      84.5911     -83.4541
    3809      26.6145      77.6168     -93.1700
    3810      22.8326      87.9915     -73.5264
    3811      20.4480     123.7154     -46.6839
    3812      35.3821     147.1093     -53.1420
    3813      35.6585     144.6673     -51.7719
    3814      48.7828    -122.8769     -65.1087
    3815      57.2497     -79.8505     -73.8996
    3816      57.2041     -93.4203     -61.3548
    3817      44.4473    -109.0739     -72.6060
    3818      46.3896    -105.8137     -62.9438
    3819      61.2242     -94.4410     -69.2471
    3820      49.6171    -103.9392     -76.5213
    3821      49.6540     -93.5362     -63.3271
    3822      54.4967     -98.0255     -64.9341
    3823      57.0456    -105.1076     -52.1370
    3824      55.7318    -107.2304     -59.6871
    3825      48.6078    -113.2155     -56.5993
    3826      41.2875    -164.3943     -56.2317
    3827      32.7647    -169.0336     -56.4502
    3828      34.9344    -174.9499     -49.6020
    3829      29.3033     178.5923     -47.8756
    3830      41.8945    -164.1264     -59.9899
    3831      29.7687    -169.7022     -44.1762
    3832      37.3556    -165.5129     -52.3362
    3833      47.2750    -106.7615     -61.1738
    3834      50.6640     -97.7280     -69.3003
    3835      45.6937    -115.2486     -55.4761
    3836      51.8276    -104.1465     -65.8532
    3837      53.1211    -101.5256     -61.2732
    3838      62.6487     -90.2939     -68.8621
    3839      51.2471    -107.2217     -74.9939
    3840      64.9167     -93.7389     -88.8095
    3841      51.9931    -100.1123     -61.8292
    3842      37.1545    -107.4839     -76.9140
    3843      58.8731     -99.4040     -55.4840
    3844      65.0368     -95.6738     -56.7219
    3845      50.8498     -97.2765     -69.7028
    3846      50.0464    -108.2828     -72.4885
    3847      52.7731     -94.5743     -59.9865
    3848      43.1496    -104.0269     -83.1974
    3849      50.9016     -85.5737     -97.7241
    3850      52.0811    -101.4348     -81.4115
    3851      22.7201    -165.1491     -56.4877
    3852      29.0414    -173.8574     -60.7197
    3853      45.1157    -158.2180     -52.0644
    3854      36.4304    -158.9314     -51.6817
    3855      16.3708     172.9325     -53.3727
    3856      42.9631    -175.7081     -55.6477
    3857      19.6509    -169.2362     -52.8411
    3858      40.5916    -102.4460     -77.3750
    3859      47.9037    -109.9593     -59.8248
    3860      46.2364     -97.4277     -68.8319
    3861      38.9950    -108.2269     -55.6029
    3862      53.4188    -112.8523     -61.6731
    3863      47.6120    -109.8767     -49.9506
    3864      45.8680     -97.0706     -55.0770
    3865      54.4665     -83.9027     -62.7984
    3866      57.5503     -97.3477     -58.6104
    3867      53.6626    -111.0251     -52.4668
    3868      44.2812      -9.4720    -113.1000
    3869      39.8375      12.1691    -117.6055
    3870      32.7399       8.5710    -116.9611
    3871      36.4603      13.7218     -97.9953
    3872      42.6565      13.0425    -111.6145
    3873      38.3357      20.9207    -103.0580
    3874      42.7572      15.9732    -116.8954
    3875      42.6658      12.0581    -113.5377
    3876      42.5114      16.6657    -110.1295
    3877      17.3404      42.3835    -112.0039
    3878      32.3709      57.2593    -105.6091
    3879      29.6885      53.3929    -107.3132
    3880      28.8748      78.9162     -86.7192
    3881      23.5660      71.6891     -90.5270
    3882      30.3395      72.8883     -95.6244
    3883      39.1784      57.3069     -99.5967
    3884      16.1199      69.0798     -90.8157
    3885      33.8576      88.8802     -70.6667
    3886      27.1704      70.4123     -84.6854
    3887      21.5156      73.9936     -87.5009
    3888      22.9636      68.3362     -89.5707
    3889      47.1754      -1.8614    -104.8798
    3890      46.9464      14.2469     -97.9198
    3891      40.9874      15.6387    -108.9493
    3892      38.5682      30.3087    -101.9302
    3893      62.1053     -49.6760     -90.7684
    3894      63.4025     -39.0169     -99.6238
    3895      51.4510     -45.3611     -80.1916
    3896      47.2196    -129.5792     -45.2464
    3897      47.2213    -116.3404     -68.5662
    3898      49.1724    -106.8073     -56.3873
    3899      15.9742     128.0729     -51.6984
    3900      16.2897     117.4311     -60.6983
    3901      28.0112     125.6748     -61.5521
    3902      28.0692     128.7560     -49.4868
    3903      16.0222     126.5016     -67.6572
    3904      18.9411     116.8320     -70.0036
    3905      18.7577     113.2430     -73.8631
    3906      15.2135     126.6213     -60.0360
    3907      12.3618     139.1131     -56.2535
    3908      32.0568      51.4129    -102.9119
    3909      27.4012      61.1299     -87.4490
    3910      16.5577      64.2968     -96.3163
    3911      24.1455      80.9433     -86.3030
    3912      13.5495      91.5340     -68.8833
    3913      21.6236      68.6034    -101.9435
    3914      29.4163      70.8688     -80.5950
    3915      30.5599      89.1342     -70.8950
    3916      28.4407      59.9987    -108.1024
    3917      30.1329      68.8462     -86.9834
    3918      31.2255      89.3020     -78.0463
    3919      24.2399      68.0858     -86.4106
    3920      26.9323      73.6109     -91.2655
    3921      23.1997      59.6425     -90.4290
    3922      23.1860      60.9506     -99.5403
    3923      34.3511      62.7015     -90.8941
    3924      39.7300      66.2619     -94.2286
    3925      25.6918      45.8137    -105.7450
    3926      29.8175      69.8094     -82.6716
    3927      17.8402      73.2755     -85.4956
    3928      23.5127      70.8564     -84.6096
    3929      30.1838      56.9927    -100.0925
    3930      25.6123     146.5487     -47.7398
    3931      10.9336     129.4694     -63.1409
    3932      20.3449     115.3089     -62.2952
    3933      18.7712     126.2193     -65.1216
    3934      25.5466     138.8324     -44.6637
    3935      24.6178     130.8551     -49.7457
    3936      18.4607     152.7948     -46.8926
    3937      19.5116     133.9965     -64.7166
    3938      18.6062     135.2584     -51.5103
    3939      22.0243     118.1243     -69.9900
    3940      31.1992      76.3699     -91.2336
    3941      25.2188      77.4738     -87.4745
    3942      28.6519      50.6260    -107.4263
    3943      29.2172      75.4549     -84.1280
    3944      25.6596      63.5297     -91.6456
    3945      12.2427     136.5312     -71.2034
    3946      16.3884     109.9879     -74.2702
    3947      16.7147     146.0382     -55.7922
    3948      25.6537     141.9321     -54.4757
    3949      11.4707     102.3615     -84.6426
    3950      26.0471      77.7595     -86.8755
    3951      22.3440      67.1384     -96.2664
    3952      25.8162      65.6806     -93.8773
    3953      37.6841      57.1231    -107.5996
    3954      22.7438      62.8242     -88.9304
    3955      17.4943      66.5933     -98.4975
    3956      51.7826      15.1940    -106.1179
    3957      36.8805      14.0562     -98.8003
    3958      43.2097      -2.6709    -104.8440
    3959      44.2525       1.2627    -111.1829
    3960      47.8022       5.5710    -106.1508
    3961      33.7435      15.1503    -122.9223
    3962      45.8419      14.3742    -116.3152
    3963      47.1191      13.6516    -112.6629
    3964      50.2029       8.1755     -99.8240
    3965      41.3356      12.5870    -114.1508
    3966      33.8109      33.8673     -97.0279
    3967      48.8237       6.6271    -115.1108
    3968      34.8733      33.1085    -108.9911
    3969      35.4553      23.7382    -101.6631
    3970      42.6272      16.9530    -105.3543
    3971      42.2535      14.3352    -108.5439
    3972      38.1662      20.8899    -106.1566
    3973      43.0732       9.1200     -97.7655
    3974      43.8328      14.3249     -97.5706
    3975      51.2359      13.8448    -104.5982
    3976      36.8313      19.0526    -121.5514
    3977      51.0657      10.8380    -117.3913
    3978      47.1200      15.3765    -102.2934
    3979      52.5280      12.7502     -88.5068
    3980      41.1276      22.8011    -105.2558
    3981      40.4804      25.2222    -105.6442
    3982      54.2753      11.1356    -101.3219
    3983      52.8781       9.7065     -98.2587
    3984      53.3572      12.9878    -115.2332
    3985      54.3991      -6.7639    -104.1664
    3986      41.8934       5.8932    -106.5811
    3987      49.1660      16.7976    -116.9106
    3988      52.6094      16.5540     -96.1725
    3989      46.7033      12.7602     -95.6864
    3990      32.1116      15.5756    -109.9487
    3991      32.4212      32.9775    -104.4753
    3992      61.0044     -40.7042     -97.9707
    3993      52.1495     -18.0176    -107.8847
    3994      41.4723      10.1361    -112.1588
    3995      42.9422      15.0179    -110.3466
    3996      41.6368      16.6696    -106.7021
    3997      48.6054       4.6883    -103.1952
    3998      31.2357       9.0907    -119.0707
    3999      36.4506      15.9057    -113.9380
    4000      43.7639      15.1409    -102.5862
    4001      49.4808     -75.8756     -63.8649
    4002      55.9094     -33.3199     -88.6257
    4003      48.5045     -18.6346    -116.2906
    4004      54.0284     -35.8016    -101.3582
    4005      57.1660     -33.6049     -90.4702
    4006      62.7286     -46.4127     -80.1398
    4007      55.5381     -14.7330    -113.2523
    4008      62.3512     -35.7453     -93.4049
    4009      68.5967     -46.4130     -99.9786
    4010      46.9977     -42.5790    -109.8270
    4011      60.0711     -46.6356     -89.3409
    4012      60.9284     -35.6294     -98.8412
    4013      66.5252     -35.6784    -102.3008
    4014      54.0528      -8.2900    -102.0519
    4015      36.1692      17.3878    -112.5336
    4016      29.8061      12.2203    -108.0175
    4017      45.2032      25.1408    -103.4820
    4018      51.7371      15.8383    -106.1915
    4019      35.6620      41.7684    -105.7469
    4020      16.0940     127.8235     -63.5385
    4021      21.3130     124.0361     -59.2751
    4022      11.6978     139.0537     -52.6603
    4023      25.0420     137.8612     -56.9600
    4024      14.9940     138.2516     -58.0484
    4025      10.3790     131.8725     -53.9825
    4026       6.8665     127.2822     -57.3987
    4027      11.7953     108.9838     -63.8996
    4028      13.7445     120.1681     -70.8069
    4029      21.3884     136.0382     -59.3827
    4030      19.4041     143.3007     -59.2506
    4031      39.1006    -118.2512     -61.6707
    4032      42.2647    -113.3952     -65.0707
    4033      55.1237    -125.0768     -57.9372
    4034      42.6999    -115.2488     -63.5093
    4035      62.2354     -97.1760     -68.9149
    4036      66.8840     -89.1123     -80.7842
    4037      62.5449     -96.0607     -71.9457
    4038      64.7217    -105.7503     -67.6069
    4039      62.5236     -90.9678     -74.2692
    4040      56.0495     -92.4936     -84.0282
    4041      39.9251    -162.3043     -53.3450
    4042      19.5180    -170.0502     -47.5942
    4043       8.9967     130.5399     -51.0880
    4044      14.2480     112.2895     -71.0473
    4045      23.7059     139.6015     -46.9038
    4046      24.7964     130.2875     -58.0258
    4047      21.9738     127.9647     -57.2972
    4048      17.2079     121.4882     -67.0925
    4049      10.2108      82.4173     -89.7021
    4050      28.1663      62.7172     -96.3036
    4051      27.8760      65.3969     -87.3499
    4052      30.5976      16.9808    -125.8818
    4053      55.4816      -4.6608    -119.7691
    4054      35.9632      22.4401    -112.4595
    4055      41.7049       8.2751    -115.3548
    4056      20.3127      76.5049     -89.1549
    4057      23.3284      76.0320     -84.3209
    4058      21.5982      61.5451     -97.4913
    4059      32.7152      68.3916     -90.5903
    4060      28.7863      67.1646     -89.8740
    4061      43.4222       3.2593    -122.6475
    4062      50.4075     -38.3599    -107.0199
    4063      56.3726     -40.0551     -94.1946
    4064      56.8082     -33.2898    -101.3310
    4065      56.9063     -42.1429     -96.7226
    4066      52.8872     -42.6721     -87.0387
    4067      50.8972     -44.6893    -102.8125
    4068      60.0644     -25.9953    -127.9430
    4069      56.6673     -37.5830     -91.3234
    4070      40.0414       5.0495    -111.0888
    4071      34.6024      11.0936    -116.1281
    4072      25.2487      66.4762     -91.4803
    4073      27.3658      73.6561     -95.2477
    4074      21.0195     136.5126     -53.1787
    4075      17.5626     137.7713     -58.4258
    4076      31.7392      95.2505     -75.4103
    4077      35.6899      85.4016     -89.1459
    4078      29.3519      58.0849     -95.7874
    4079      24.4186      80.8624     -78.2472
    4080      22.9455     134.3834     -55.0810
    4081      17.1176     137.2448     -43.3340
    4082      38.4963    -154.2670     -56.2927
    4083      28.0962     177.1840     -46.4880
    4084      20.8680     173.2367     -49.3831
    4085      21.8784     173.4065     -60.3826
    4086      23.2221    -175.0505     -60.1913
    4087      27.2471     141.0928     -60.4509
    4088      32.3623    -170.4917     -58.5334
    4089      52.5025    -157.9454     -58.2493
    4090      46.4175    -168.1576     -53.8036
    4091      32.7603     168.8695     -43.9243
    4092      22.6351     170.8190     -51.8245
    4093      18.6122     174.2768     -60.2373
    4094      23.5242     116.3077     -59.8507
    4095      38.4780     141.5972     -53.9216
    4096      22.5366     121.0984     -59.8137
    4097      21.1877     110.4166     -75.8960
    4098      23.7659     135.8668     -74.1760
    4099      24.1432     127.5682     -64.6745
    4100      15.8963     121.1991     -58.2042
    4101      24.2425     122.3733     -84.8771
    4102      19.6086     129.1417     -68.2450
    4103      26.4657     144.5094     -60.2558
    4104      17.9773     139.3153     -56.0415
    4105      15.0082     122.8249     -68.6712
    4106      23.0589      74.9729     -87.4142
    4107      30.2491      71.8489     -91.1940
    4108      24.9527      73.2842     -91.5838
    4109      26.8113      62.6146     -91.3327
    4110      26.7577      62.3561     -87.5819
    4111      38.2231      56.0866     -92.6242
    4112      25.6446      71.8395     -90.2869
    4113      26.1670      67.7927     -92.5968
    4114      22.2485      72.7769     -80.6351
    4115      30.4681      64.6227     -98.5688
    4116      30.0922      54.5506    -107.6346
    4117      41.3456      15.8199    -107.1262
    4118      61.8624     -38.0007    -112.1015
    4119      54.2432     -96.3229     -67.7102
    4120      62.7334     -76.1239     -81.7887
    4121      59.6581    -109.5508     -63.8107
    4122      64.7767    -102.1706     -56.1856
    4123      33.1803    -110.6565     -66.0754
    4124      54.9447    -113.5121     -66.8285
    4125      56.7531     -44.8962     -82.9585
    4126      58.0139     -92.6502     -68.8545
    4127      61.3382    -114.2034     -63.0372
    4128      33.8298     179.9155     -54.1957
    4129      56.2974     -97.5149     -63.6506
    4130      52.7211    -105.9214     -69.7655
    4131      48.1456    -104.1149     -61.8524
    4132      56.9181     -98.2034     -56.5001
    4133      50.6812    -118.9125     -67.5697
    4134      29.2523    -178.1190     -50.6486
    4135      69.0229     -84.9956     -74.0476
    4136      44.9959    -116.0802     -56.2216
    4137      29.7582     175.6024     -48.6780
    4138      23.3212    -179.5328     -64.6873
    4139      37.4149    -171.7816     -53.6826
    4140      38.4475    -152.7490     -49.8469
    4141      26.3119    -170.1482     -49.8466
    4142      33.8947    -167.3158     -54.0725
    4143      35.3201    -164.9463     -54.7091
    4144      16.4382     131.6822     -60.4717
    4145      12.2351     108.2723     -70.3715
    4146      27.5868     136.2638     -51.6062
    4147      18.5096     132.1218     -58.3989
    4148      23.8582     147.0314     -50.1974
    4149      29.8460     132.7005     -46.6889
    4150      26.9643     118.4835     -66.6708
    4151      27.8023     148.1284     -53.9670
    4152      19.5157      97.2527     -88.8410
    4153      22.6225     163.7349     -38.3181
    4154      18.0419    -178.2055     -61.6153
    4155      23.9595     165.7872     -59.7464
    4156      33.6151    -159.1171     -61.6587
    4157      51.3815    -106.0628     -71.8544
    4158      43.6498    -113.2789     -65.9351
    4159      63.0675     -82.0844     -99.9031
    4160      66.0723    -109.1364     -59.5523
    4161      64.5038     -91.6111     -72.3646
    4162      58.6858     -95.0914     -67.1177
    4163      43.9538    -122.2549     -54.1587
    4164      55.3345     -96.0094     -79.8870
    4165      31.9928    -118.8201     -68.0560
    4166      56.0191    -107.6436     -68.8818
    4167      50.5340    -107.2780     -62.7882
    4168      53.2516    -103.4004     -75.7081
    4169      52.7126     -95.6174     -69.5739
    4170      63.6380     -87.5836     -78.4857
    4171      46.9686    -110.9501     -57.7399
    4172      55.5117     -93.0140     -93.0117
    4173      53.4994     -92.3990     -66.4434
    4174      64.0833     -99.6057     -59.1766
    4175      43.2498    -106.1294     -71.3380
    4176      46.0297    -107.5793     -64.1372
    4177      50.4451    -111.0879     -66.4625
    4178      51.0539    -108.8751     -58.8432
    4179      52.3662    -102.0200     -63.4337
    4180      60.2542    -124.2974     -53.9575
    4181      15.4404     119.0130     -61.1482
    4182      29.3887     139.1871     -59.0835
    4183      26.1077     136.4841     -54.9905
    4184      17.9523     120.8762     -69.9548
    4185      26.8572     127.3458     -61.9251
    4186      17.6912     129.3086     -63.3657
    4187      19.8091     137.3337     -60.0873
    4188      33.2480     129.2000     -64.8874
    4189      19.9022     135.0583     -61.7496
    4190      24.0065     135.3944     -65.5496
    4191      25.2111     121.3869     -60.0300
    4192      53.9187    -106.5732     -66.9295
    4193      41.1313      19.2589    -103.3746
    4194      51.5268       7.8202    -115.3690
    4195      50.5435      21.9390    -101.9348
    4196      39.9647      -0.9491     -94.8125
    4197      24.0987      17.6472    -110.2193
    4198      41.2260       7.0906    -126.9338
    4199      41.6500      24.3330    -112.3250
    4200      37.7123      13.1005    -117.0160
    4201      41.1801      11.3096    -105.4225
    4202      39.9233       5.6097    -110.1561
    4203      45.8320       5.1628    -121.1142
    4204      38.7585       8.2544    -101.2294
    4205      42.4061      17.3754    -101.9957
    4206      54.8458     -27.4158     -96.6021
    4207      39.6546      28.7176     -93.4538
    4208      48.3731      15.2528    -103.8015
    4209      40.8992       6.8667     -87.9391
    4210      39.7173      23.2614    -113.1572
    4211      37.0801      18.6452    -107.8638
    4212      45.6631      18.7416     -99.4110
    4213      36.9545      15.1335    -130.6628
    4214      46.6595      16.1364    -106.1545
    4215      29.4996      31.1397    -109.0917
    4216      39.1333       9.9294     -91.8194
    4217      41.9372      27.6864     -97.3623
    4218      35.2611      27.1236    -117.0867
    4219      53.3595      12.7860    -107.1680
    4220      68.7064     -53.8620     -87.8860
    4221      60.7422     -95.4697     -59.0228
    4222      46.9243    -100.4807     -79.5438
    4223      53.3722     -95.4379     -80.4061
    4224      34.1898    -121.0275     -62.5187
    4225      54.1092    -111.9800     -60.6308
    4226      38.7384    -120.2083     -65.9894
    4227      35.9642    -164.8401     -72.5712
    4228      61.5693    -104.6044     -54.1713
    4229      50.2858     -97.1280     -57.7892
    4230      45.2152    -115.4960     -64.6543
    4231      50.7002    -100.1703     -71.2539
    4232      47.1113    -112.5986     -69.5855
    4233      44.4929    -112.7179     -79.6497
    4234      69.3442    -100.8533     -61.8519
    4235      59.8961     -92.5178     -73.0151
    4236      39.4102    -114.0929     -68.2384
    4237      48.0435    -106.8239     -64.0190
    4238      46.9131    -117.0079     -57.4060
    4239      57.3204    -103.2242     -62.0612
    4240      55.8287     -92.2444     -74.1032
    4241      57.4202    -104.3369     -65.6072
    4242      47.1741    -110.2322     -68.2636
    4243      52.4678     -97.1234     -81.0788
    4244      52.1978     -91.0635     -82.4204
    4245      37.7618    -167.2325     -58.8896
    4246      28.5069     148.5101     -44.1694
    4247      13.2779     128.4800     -65.5617
    4248      26.6138     146.9739     -57.1965
    4249      12.3992     134.3250     -73.4453
    4250       2.5091     116.9166     -76.3344
    4251      20.8390     103.6677     -71.6239
    4252      23.5569     126.9244     -61.3239
    4253      20.0842     133.2303     -50.6636
    4254      16.2618     130.6421     -63.9405
    4255      24.7778     139.4606     -45.6958
    4256      21.6553      65.2728    -101.1981
    4257      36.2316      70.3879     -86.2775
    4258      22.4104      78.8720     -79.0770
    4259      22.0905      70.7760     -80.9585
    4260      28.0684      67.2908     -93.2006
    4261      20.4949      91.8763     -80.9565
    4262      14.7062      50.0244    -108.1852
    4263      11.6609      71.7404     -99.0114
    4264      33.7352      83.9287     -73.3878
    4265      22.4592      73.9980     -88.3143
    4266      11.6553      74.5003     -82.0154
    4267      26.4243      70.0216     -90.7783
    4268      20.3529      78.0542     -85.3224
    4269      15.2571      77.4981     -90.3182
    4270      21.0254      77.4376     -85.3508
    4271      32.2077      82.5112     -66.9441
    4272      17.6065      74.0240     -86.7401
    4273      33.3214      49.2383     -91.0148
    4274      27.2854      66.8328     -95.7590
    4275      16.9149      74.2422     -85.5168
    4276      23.3288      86.7010     -61.0389
    4277      22.5339      76.2361     -85.8348
    4278      23.4288      71.2160     -93.5794
    4279      26.9553      76.9162     -85.9074
    4280      19.4967      61.1866    -104.2015
    4281      19.8722      71.3520     -97.6749
    4282      22.0449      71.6116     -77.2172
    4283      32.8555      80.5948     -78.6647
    4284      30.6787      77.0250     -95.1411
    4285      14.9428      80.6727     -75.6729
    4286      20.2173      78.5221     -84.7092
    4287      31.7254      82.1209     -87.5862
    4288      19.2145     128.4459     -56.7796
    4289      23.1286     128.3318     -76.8375
    4290      21.1300     141.3404     -56.0334
    4291      19.6720     120.1001     -68.1128
    4292      19.0156     132.6159     -68.5331
    4293      16.4382     138.4165     -58.9458
    4294      21.6943     113.4680     -71.1593
    4295      31.7880     179.1096     -54.2627
    4296      46.7348    -144.5653     -52.9812
    4297      20.4429     179.1776     -60.1432
    4298      23.2326    -179.5727     -54.8102
    4299      30.1681    -164.9344     -51.3600
    4300      11.5796     163.7014     -68.2877
    4301      19.6280     166.4342     -53.0790
    4302      18.5580     130.0994     -79.9336
    4303      26.7134     152.1587     -52.7827
    4304      22.0175    -177.2484     -51.8035
    4305      25.1804    -165.7758     -54.1978
    4306      25.4111     179.8783     -46.7914
    4307      28.2189    -166.5380     -50.8671
    4308      34.6428    -154.4596     -53.7289
    4309      16.4988     169.7438     -56.4410
    4310      33.7295    -168.7454     -59.8548
    4311      43.7280    -136.1902     -60.4819
    4312      21.9040     125.6080     -69.4528
    4313      33.8983      73.5312     -85.1266
    4314      37.7827       9.1575    -114.2061
    4315      31.5812      -0.1113     -93.4224
    4316      24.8828      65.7531     -91.8379
    4317      23.6248     131.4116     -66.4591
    4318      24.4664     139.1690     -62.5381
    4319      21.5682     113.8862     -78.2669
    4320      13.6763     107.6525     -91.9920
    4321      24.0759      68.3459     -84.4862
    4322      21.2894      74.1793     -76.1004
    4323      26.4038     103.4907     -78.8709
    4324      30.7946      76.9342     -90.8546
    4325      45.2455      42.6762    -109.6154
    4326      43.4167      11.7611    -109.6783
    4327      39.9059      11.3288    -105.7385
    4328      43.4967      12.7823    -109.8581
    4329      32.2114      78.4207     -81.2167
    4330      24.3321      68.9188     -93.8007
    4331      22.7237      70.0756     -85.6960
    4332      21.9737      73.6732     -73.0728
    4333      14.1588      66.0264     -89.9436
    4334      34.6831      53.3800     -99.9734
    4335      30.9216      77.1749     -90.9055
    4336      23.2960     119.4023     -69.0370
    4337      19.6061     134.4236     -61.7373
    4338      39.9336    -169.4525     -58.9037
    4339      34.3684    -172.8260     -47.7033
    4340      29.8230    -172.9052     -64.3349
    4341      41.7229    -174.3603     -49.3908
    4342      40.0238    -166.8526     -50.5894
    4343      37.4605    -177.3050     -42.5144
    4344      28.9193    -178.3299     -46.8403
    4345      51.8616    -138.0250     -57.2938
    4346      33.5908    -171.2713     -48.9258
    4347      24.0164     173.2811     -42.9367
    4348      43.7642    -166.2222     -55.6247
    4349      37.5183    -165.3945     -54.5632
    4350      28.7595     155.4966     -59.9195
    4351      31.6748     138.2952     -58.7196
    4352      26.0231     123.7100     -70.1328
    4353      31.4950     143.2623     -52.4104
    4354      29.2142     127.6337     -67.5766
    4355      26.6447     133.1941     -65.3927
    4356      20.0669     129.3484     -52.8964
    4357      23.3556      81.4800     -82.4612
    4358      21.9414      86.5966     -87.5799
    4359      21.9849     142.9547     -32.6882
    4360      19.4315     142.6805     -55.9124
    4361      20.9337     127.7616     -68.1616
    4362      12.1398     126.5477     -75.0361
    4363      12.0510     130.1669     -65.3439
    4364      21.9501     119.5813     -62.4661
    4365      21.3033     137.5501     -62.1309
    4366      24.0943     176.0609     -45.5669
    4367      43.0160      13.8598    -113.1539
    4368      57.8263       4.2676     -85.5984
    4369      56.6259     -41.4122     -96.7266
    4370      66.2975     -47.3149     -74.3777
    4371      63.4088     -33.7564     -99.9692
    4372      41.3735      38.1090    -106.2564
    4373      32.9763      17.2073    -106.0089
    4374      37.5086      21.6142     -97.6391
    4375      54.0184      -7.1917    -101.7340
    4376      37.3360      74.3590     -86.6327
    4377      24.5506      50.5318    -107.2056
    4378      21.3825      63.8949     -96.9981
    4379      31.3873      63.5390     -98.7808
    4380      14.9073      62.6872     -89.6013
    4381      26.6169      62.5826     -96.7098
    4382      17.6794     168.7179     -46.7334
    4383      44.9350    -104.9758     -80.6602
    4384      54.6951    -112.3031     -64.0765
    4385      63.1516     -76.8827     -97.7294
    4386      48.5405    -110.6780     -65.5816
    4387      48.6260    -120.9978     -64.9363
    4388      44.5505    -105.9428     -71.6609
    4389      43.9804    -169.0657     -57.9203
    4390      22.2389     175.1631     -52.3806
    4391      40.4282    -172.7552     -45.9599
    4392      32.5358    -173.6196     -40.1216
    4393      55.4565    -139.2476     -62.8839
    4394      29.8545     177.1990     -54.9877
    4395      36.5363    -172.4769     -49.2188
    4396      23.8229     134.5019     -58.3962
    4397      20.4258     121.9173     -59.5326
    4398      23.1148     129.7338     -62.6123
    4399      25.1115    -178.3895     -61.6482
    4400      32.4770    -167.1821     -55.9100
    4401      27.5786     173.4644     -49.7615
    4402      37.1970    -141.9111     -49.0772
    4403      58.1509    -101.5208     -68.1043
    4404      58.3517    -116.8823     -69.3594
