Delta_44.2348	Delta_109.5944
-0.382766	0.793481
-0.413240	0.718922
-0.165691	0.656628
-0.008959	0.853834
0.003552	0.659755
0.140628	0.626217
-0.001525	0.987437
-0.281145	0.746996
-0.417711	0.580132
-0.368360	0.667431
-0.371322	0.441300
-0.257021	0.461064
-0.441320	0.390313
-0.423506	0.641051
-0.309098	0.480957
-0.491076	0.812575
-0.267622	0.995466
-0.266144	0.837756
-0.285791	1.042438
-0.396347	0.993167
-0.310595	0.790458
-0.385276	0.652387
-0.458323	0.466837
-0.389491	0.482528
-0.244871	0.662668
-0.386714	0.262553
-0.452861	0.505622
-0.367744	0.716903
-0.308731	1.068608
-0.281516	0.824960
-0.265501	1.047936
-0.513500	0.838536
-0.028205	0.140801
-0.006323	-0.086394
-0.128207	0.146622
-0.201790	0.134481
0.129980	-0.087781
0.116722	-0.015476
-0.116370	0.126704
0.208129	-0.131346
0.244383	-0.045886
0.173570	0.041249
0.045609	-0.121281
0.224483	0.111722
0.164551	0.034421
0.023375	-0.239609
0.162562	-0.120222
0.151125	0.236602
0.048318	0.477988
0.383449	0.200174
0.062113	0.228916
0.271315	-0.021330
0.231127	-0.044621
0.252872	-0.056924
0.138823	-0.179312
0.179936	-0.091211
0.203156	-0.109071
0.102151	0.002402
-0.291369	0.255396
-0.011442	0.130545
-0.192252	0.151001
-0.104083	0.041520
0.077973	-0.064731
0.108390	-0.103751
0.135085	-0.091389
0.155209	0.262728
0.271503	0.213183
0.121948	0.557371
-0.057912	0.907360
-0.295526	0.770912
0.180097	0.316069
0.043996	-0.190435
0.207575	-0.073738
0.131446	0.046428
0.241747	-0.019895
0.180584	0.147861
0.174858	-0.031341
0.116600	0.156659
0.187888	0.080901
0.214220	0.383168
0.165927	0.216794
0.169594	0.437552
0.178006	0.088336
0.219299	0.162736
0.353117	-0.119986
0.198002	0.607284
0.252586	0.123674
0.282180	0.159698
0.132701	0.555144
0.237967	0.086595
0.252678	0.247353
0.175434	0.228375
0.074471	0.703272
-0.125514	0.582505
-0.006650	0.750963
0.119218	0.634054
-0.185588	1.077757
0.206659	0.612401
0.254818	0.276293
0.320875	0.268755
0.276881	0.036610
0.210365	0.406433
0.191227	0.358585
0.244830	0.160692
0.157256	0.468518
0.254785	0.390835
0.058622	0.430766
0.071052	0.317580
0.146267	0.045834
0.112530	-0.052110
0.156895	0.129544
0.170805	0.037678
-0.022948	-0.122990
0.112319	-0.027035
0.273624	0.257640
0.084655	-0.023902
-0.098335	-0.005562
-0.325609	0.307537
-0.466111	0.388166
-0.200060	0.698973
0.002930	0.746570
-0.031927	0.835006
-0.037539	0.697317
-0.018003	0.721488
0.193761	0.291192
0.239766	0.253279
0.251841	0.346512
0.176633	0.333744
0.217047	0.217950
0.243608	0.384555
0.087008	0.555406
0.165141	0.332735
0.242461	0.211375
0.258771	0.074473
0.168464	0.147988
0.072707	0.083305
0.108381	0.199866
0.154551	0.147698
0.138733	0.201598
0.096658	-0.277788
-0.060621	-0.186883
0.210832	-0.076733
-0.100915	0.209808
-0.054618	0.176357
-0.056943	0.277722
-0.049159	0.238717
-0.140394	0.162213
-0.229661	0.046026
-0.178359	0.084104
-0.060917	-0.099972
-0.049799	0.154956
-0.048806	0.134883
-0.307366	0.242437
-0.306628	0.649849
-0.454337	0.486233
-0.327530	0.398003
-0.415247	0.477320
-0.171486	0.271660
0.100353	-0.165110
0.024799	0.044033
0.072124	0.191337
0.295135	0.537661
0.329159	0.128725
0.094178	0.828209
0.067977	0.742779
-0.071024	0.550976
0.186577	0.347809
0.284569	0.079681
0.282520	0.222276
0.250706	0.501266
0.233040	0.097454
0.160692	0.340163
0.239983	0.301305
0.077233	0.442801
0.253991	0.337870
0.191765	0.139961
0.211555	0.498274
0.232422	0.067946
0.177090	0.379695
0.195973	0.368530
0.155053	0.353274
0.188115	0.461847
0.291276	0.271359
0.154058	0.092078
0.306106	0.436194
0.212560	0.144417
0.269660	0.304333
0.247067	0.355365
0.171297	0.046211
0.299813	0.299832
0.147754	0.314772
0.285218	0.276575
0.271825	0.081662
0.261159	0.199589
0.149411	0.384747
0.350872	0.372305
0.194580	0.383597
-0.392547	0.596962
-0.267749	0.986928
-0.369226	0.826693
-0.592791	0.482395
-0.468087	0.321423
-0.294071	0.536045
-0.310340	0.496967
-0.339348	0.521038
-0.367659	0.420694
-0.168648	0.591874
-0.310231	0.441956
-0.254296	0.229258
-0.256356	0.455339
-0.177821	0.399293
-0.431508	0.323043
-0.269132	0.503058
-0.384161	0.565370
-0.289426	0.585006
-0.370701	0.237140
-0.342739	0.679186
-0.215117	0.698887
-0.288470	0.652493
-0.310709	0.645550
-0.413270	0.794727
-0.382227	0.773139
-0.389563	0.577819
-0.390556	0.244098
-0.481386	0.499733
-0.548157	0.878360
-0.264416	0.638806
-0.465701	0.673390
-0.417402	0.461193
-0.374658	0.807059
-0.222701	0.723654
-0.246259	0.979875
-0.386782	0.817109
-0.440797	0.727640
-0.378710	0.764798
-0.518181	0.804705
-0.351466	0.654261
-0.585935	0.870795
-0.299420	0.771100
-0.251724	0.988673
-0.206293	0.920586
-0.348453	0.410994
-0.144018	0.358478
-0.372938	0.877724
-0.369996	0.770669
-0.330281	0.671168
-0.219227	0.564843
-0.335934	0.888343
-0.346300	0.882767
-0.300574	0.925133
-0.415886	0.424574
-0.294877	0.461537
-0.304975	0.562628
-0.523646	0.438903
-0.470267	0.379518
-0.343214	0.454416
-0.467952	0.385566
-0.453548	0.407407
-0.449064	0.493190
-0.397394	0.330049
-0.366018	1.014214
-0.428669	1.034280
-0.313693	0.892422
-0.132727	0.973979
-0.053318	0.711103
0.187174	0.246399
0.006451	0.455564
0.229717	0.477318
0.199448	0.228551
0.132018	0.520422
0.247685	0.330489
0.317109	0.286281
0.388051	0.170246
0.197023	0.631628
-0.016996	0.712667
-0.082755	0.788222
-0.280954	0.577152
-0.436254	0.880943
-0.407861	0.889359
-0.046124	0.862694
-0.042026	0.617887
0.043799	0.743243
-0.126812	0.613295
-0.257920	0.796436
-0.286133	0.806536
-0.461037	0.764718
-0.221053	0.819521
-0.225514	0.922295
-0.342570	0.723682
-0.230631	0.663564
-0.454746	0.678779
-0.387276	0.683303
-0.417793	0.659433
-0.396836	0.814046
-0.346226	0.776651
-0.334985	0.791097
-0.481357	0.419703
-0.323266	0.431461
-0.356051	0.350178
-0.298832	0.542808
-0.311852	0.300626
-0.460200	0.498604
-0.496176	0.400469
-0.215272	0.135528
-0.339981	0.207876
-0.388910	0.297179
-0.316287	0.479566
-0.526775	0.261520
-0.468384	0.374696
-0.462313	0.385508
-0.391175	0.257092
-0.390606	0.391875
-0.364458	0.412653
-0.420921	0.356653
-0.455363	0.670320
-0.393423	0.914697
0.068146	0.625660
0.171552	0.665786
0.088392	0.818237
0.181444	0.393176
0.171000	0.327071
0.044244	-0.144902
0.210878	-0.123803
0.160567	-0.139204
0.229019	0.090427
0.344352	0.304851
0.199627	-0.002882
0.131764	0.139246
0.213230	0.024892
0.256221	-0.004074
0.117681	0.050133
0.196430	0.033489
0.030353	0.033013
0.062813	0.078158
-0.380649	0.006156
0.125896	-0.086654
-0.108762	-0.230844
0.159258	0.464683
0.356058	0.076302
0.264595	0.472707
0.219058	0.405527
0.093021	0.312873
0.251418	0.256518
0.148760	0.272964
0.185680	0.631675
-0.296743	1.068834
-0.234797	1.069145
0.049815	0.700626
-0.195810	0.883789
0.097496	0.864945
0.412236	0.176748
0.059366	0.756031
0.069139	0.671032
-0.103397	0.874436
0.021281	0.817282
-0.109879	0.829112
0.132669	0.624706
-0.400314	0.733981
-0.116881	1.021136
0.103023	0.550110
-0.046895	0.993991
0.107442	0.575472
-0.344104	0.815856
-0.584415	0.644807
-0.386206	0.837133
0.023654	0.427292
0.025960	0.760677
0.204076	0.692681
0.084437	0.765672
-0.051721	0.791390
0.061209	0.686803
-0.044947	0.833904
-0.512383	0.865938
-0.518689	1.069728
-0.382089	0.950892
-0.261703	1.016829
-0.023883	0.801364
-0.405124	0.646608
-0.328077	0.888238
-0.255706	0.811739
-0.225997	0.860206
-0.128997	0.914408
-0.167295	0.824984
-0.021691	0.887243
-0.104212	0.767299
-0.395172	0.645945
-0.643091	1.061200
-0.316854	0.681736
-0.431515	0.902908
-0.472091	0.508556
-0.565933	0.791303
-0.508397	0.324279
-0.425124	0.431924
-0.319428	0.513736
-0.349586	0.084333
-0.031320	0.179254
-0.020708	0.004414
-0.179340	0.050943
-0.121941	0.112375
-0.340184	0.606893
-0.517394	0.564047
-0.331171	0.247050
-0.414067	0.467061
-0.554753	0.346624
-0.458669	0.524080
-0.506605	0.429817
-0.367289	0.449520
-0.431819	0.347575
-0.519496	0.575280
-0.520883	0.467888
-0.589803	0.303391
-0.442691	0.234682
-0.331974	0.316929
-0.479702	0.727731
-0.444705	0.392345
-0.434877	0.425590
-0.422518	0.525726
-0.501883	0.380492
-0.389645	1.028050
-0.288054	0.467605
-0.485126	0.464996
-0.432295	0.269376
-0.367032	0.294317
-0.474590	0.600905
-0.392151	1.122203
-0.558910	0.827335
-0.358236	0.857355
-0.354572	0.825405
-0.277223	0.910685
-0.169967	0.789777
-0.509079	0.586256
-0.401862	0.749474
-0.332119	0.927896
-0.257680	0.811302
-0.526164	0.405524
-0.448810	0.393005
-0.357930	0.377139
-0.465130	0.530554
-0.349977	0.433007
-0.157361	0.195740
-0.385341	0.417717
-0.387718	0.630533
-0.259972	0.736901
-0.274245	1.030767
-0.489225	0.633075
-0.290939	0.993951
-0.423523	0.453758
-0.415502	0.466485
-0.418174	0.494337
-0.271798	1.230342
-0.576440	0.956411
-0.319809	0.829845
-0.329441	0.860660
-0.435997	1.083492
-0.417111	0.590199
-0.439401	0.376469
-0.084479	0.868516
-0.111026	0.857419
-0.198222	0.804993
-0.009577	0.706466
0.078308	0.676806
-0.170948	0.942553
0.138808	0.659611
0.252663	0.580537
-0.125147	0.761930
-0.144955	0.506899
-0.509626	0.773238
-0.426750	0.832178
-0.386084	0.722992
-0.258653	0.846668
-0.342219	0.798734
-0.374075	0.923763
-0.427375	0.632022
-0.263976	0.989172
-0.215599	0.777415
-0.168463	1.119173
-0.435769	0.955503
-0.199084	0.761229
-0.244735	0.911367
-0.316453	0.866792
-0.575943	0.784033
-0.343458	1.106069
-0.183933	0.908660
-0.320292	0.881032
-0.352735	0.687129
-0.332967	0.920209
-0.230877	0.928927
-0.202413	0.832136
-0.347509	1.059682
-0.316257	0.815034
-0.192276	1.068234
-0.268800	0.771224
-0.181930	0.901318
-0.378880	0.731673
0.356407	0.405922
0.303796	0.421303
0.128727	0.026164
0.207212	-0.062153
0.222732	0.065317
0.214686	0.306873
0.220096	0.203505
-0.009894	0.138878
0.006784	-0.167089
0.091490	-0.049368
0.310745	0.186152
0.108163	0.064593
0.243662	0.366022
0.142016	0.030271
0.189201	-0.098466
0.118684	-0.105716
0.142185	-0.021680
0.125643	-0.134881
0.110713	-0.093520
0.120667	-0.092344
-0.188410	0.238669
-0.030548	0.191012
-0.186570	0.183785
0.045387	0.215499
-0.145557	0.113530
-0.054522	0.076913
-0.198563	-0.056522
-0.194760	-0.055819
-0.307325	-0.078182
-0.331380	-0.014078
-0.107762	0.094424
0.089443	-0.075873
0.055915	0.132320
0.086556	0.009440
0.098824	0.115703
-0.013141	-0.036252
0.177463	-0.120906
0.028452	0.835032
-0.345270	0.608518
-0.467399	0.726823
0.047391	0.655144
0.210644	0.378337
-0.162251	0.762170
-0.085348	0.800994
-0.105627	0.826296
0.196158	0.681411
0.001583	0.657656
0.212511	0.449337
-0.206715	0.852818
-0.334288	0.837678
-0.266681	0.701964
-0.355168	0.770441
-0.264416	1.042321
-0.236448	0.769090
-0.183301	0.758743
-0.548899	1.177205
-0.210544	0.855922
-0.491647	0.726916
-0.585467	0.407241
-0.526423	0.644634
-0.406700	0.486638
-0.287906	0.262464
-0.014277	0.097457
-0.159746	-0.000225
-0.078501	0.006421
-0.048127	-0.011273
0.083230	-0.037929
-0.048279	0.122088
-0.159054	0.118817
-0.060380	0.166059
0.066630	-0.010245
-0.148641	0.136593
-0.069377	0.280176
-0.139380	0.156642
-0.117798	0.032358
-0.068103	0.160192
0.054711	-0.028575
0.226563	-0.027136
0.131790	-0.122292
0.014675	-0.076555
0.222264	0.176421
-0.048401	-0.087954
0.259263	0.025112
0.267672	0.002976
0.315550	0.068398
0.282002	0.134554
0.171360	-0.005863
0.286892	-0.085434
0.207315	0.033634
0.161282	-0.006171
0.152044	-0.085048
0.195428	0.008489
0.200954	0.021776
0.258455	-0.072557
0.079507	-0.134563
0.099383	0.029882
0.122791	-0.021129
0.067663	-0.002307
-0.196138	-0.028918
-0.078980	-0.047307
-0.296816	0.505058
-0.448344	0.466961
-0.445069	0.535095
-0.392683	0.478058
-0.259518	0.630542
-0.372129	0.455149
-0.369654	0.622327
-0.403674	0.275968
-0.474829	0.542125
-0.309330	0.478374
-0.400438	0.600243
-0.422368	0.263447
-0.277183	0.299574
-0.090658	0.204848
-0.003087	0.266840
-0.221400	0.078847
0.093021	-0.000750
-0.135165	0.189820
0.072744	-0.051475
0.162895	-0.029678
0.196685	-0.066157
0.147697	0.045494
0.266393	-0.084043
0.218182	-0.001806
0.171288	-0.020755
0.215916	-0.028562
-0.045152	-0.176472
-0.088539	0.185836
0.033814	-0.130287
-0.510285	0.419191
-0.222229	0.890947
-0.232054	0.921422
-0.349897	0.736745
-0.421401	0.753055
-0.317158	0.809325
-0.221109	0.867956
-0.420558	0.847272
-0.442629	0.619700
-0.258066	0.944839
-0.286485	0.901768
-0.383323	0.837496
-0.453503	0.924845
-0.319982	0.882252
-0.221875	0.779139
-0.304741	0.904917
-0.204059	1.034362
-0.361320	0.660075
-0.363121	0.944141
-0.428897	1.154415
-0.396066	0.905763
-0.365208	0.853606
-0.375511	1.254836
-0.418640	0.921647
-0.363922	0.832667
-0.377120	0.883522
-0.217070	0.647114
-0.477473	0.334499
-0.397822	0.535898
-0.345114	0.586527
-0.486709	0.561335
-0.311871	0.727904
-0.447492	0.575437
-0.351637	0.489858
-0.259309	0.513003
-0.364076	0.464758
-0.309796	0.553460
-0.376008	0.816181
-0.301176	0.590658
-0.379440	0.544527
-0.241595	0.652099
-0.255937	0.866881
-0.436465	0.373424
-0.424228	0.355035
-0.332955	0.555310
-0.211089	0.043497
-0.135453	-0.082931
-0.096112	0.250090
-0.024927	0.064059
-0.241981	0.146938
-0.204167	0.057999
-0.151009	0.005107
-0.349652	0.563659
-0.369483	0.676504
-0.343292	0.426155
-0.458166	0.540808
-0.222742	0.310388
-0.100217	0.003564
-0.112534	0.073908
-0.221070	0.101185
0.022103	0.331112
-0.155142	0.164424
-0.039678	0.294608
-0.153983	0.234098
-0.099239	0.332372
-0.162426	0.234796
0.003091	0.321071
-0.247495	0.056336
-0.108682	0.334527
-0.491155	0.649256
-0.303883	0.381895
-0.419600	0.330637
-0.183436	0.271332
-0.388104	0.515513
-0.400373	0.171880
-0.246484	0.179956
-0.096196	0.033865
-0.358122	0.093361
-0.230467	0.318776
-0.204333	-0.004648
-0.166483	0.055114
-0.093585	0.190611
0.028255	0.151060
-0.409084	0.441462
-0.404442	0.229130
-0.389165	0.395092
-0.383814	0.229160
-0.192143	0.011460
-0.212344	0.130050
-0.080247	0.090623
-0.252821	0.648934
-0.517677	0.303143
-0.414154	0.063464
-0.251156	0.051962
-0.480810	0.465298
-0.444349	0.097131
-0.367650	0.625184
-0.316419	0.661019
-0.239253	0.725179
-0.030781	1.005160
0.352262	0.096569
0.377466	0.003644
0.152280	0.012935
-0.120203	0.019628
-0.423436	0.865104
-0.089415	0.778251
-0.329865	0.778478
-0.287252	0.859863
-0.264899	0.900475
-0.414992	1.090936
-0.290564	0.847434
-0.211157	0.934912
-0.205177	0.866106
-0.447577	0.836711
-0.456592	0.399328
-0.425571	0.420272
-0.468190	0.477189
-0.354457	0.761533
-0.447747	0.539687
-0.445096	0.664302
-0.397125	0.364456
0.112652	0.077070
0.140166	0.100107
0.093647	0.093325
0.185965	-0.107947
0.067422	-0.032529
0.047543	-0.174585
0.178170	0.026628
0.077154	-0.085453
0.110596	-0.026599
0.070710	-0.008732
0.148747	-0.135637
-0.085788	-0.030657
-0.120124	0.262824
0.012514	0.086020
-0.390627	0.379839
-0.378508	0.420747
-0.330520	0.368680
-0.391175	0.660865
-0.553693	0.294245
-0.329951	0.305413
-0.289878	0.664398
-0.334035	0.706825
-0.265901	0.842444
-0.537371	0.682356
-0.306729	0.467581
-0.353141	0.729216
-0.158753	0.646646
-0.187907	0.867666
-0.239140	0.911701
-0.363435	0.465430
-0.377555	0.835501
-0.184026	0.068710
-0.062212	0.172747
0.065972	-0.142763
0.097471	-0.053273
0.335735	0.293657
0.258396	0.213878
0.286690	0.382182
0.113726	0.307038
0.401342	0.049248
0.283986	0.102603
0.305028	0.170770
0.349378	0.142096
0.137710	0.165035
0.237763	0.100964
0.292877	0.128425
0.168826	0.354489
0.190431	0.303525
0.215991	0.487650
-0.020714	1.008258
-0.030521	0.918041
-0.051744	0.696226
-0.140059	0.857360
0.103421	0.695604
0.001721	0.791502
0.064825	0.681385
-0.136000	0.765980
0.292224	0.362716
0.359412	0.219536
0.087081	0.390102
0.394903	0.503402
0.164764	0.189632
0.236370	0.439975
0.238415	0.331359
0.112619	0.700678
0.085790	0.621730
0.100866	0.640489
-0.141885	0.823755
-0.443144	0.855878
-0.331040	0.869478
-0.346834	1.017426
-0.434685	0.842439
-0.243102	0.740997
-0.178287	0.630774
-0.370809	0.775322
-0.187029	0.877040
-0.389573	0.680307
-0.290344	0.735574
0.002169	0.778682
0.076536	0.573205
0.098986	0.507542
0.132224	0.068614
0.107411	0.076212
0.097742	-0.179617
-0.098536	0.237358
-0.060610	0.131168
-0.277340	-0.073220
-0.120065	0.153163
-0.215478	0.063965
0.024023	0.175203
-0.054788	0.209382
0.055180	0.164960
-0.271678	0.215161
-0.396699	0.952138
-0.471022	0.592461
-0.161165	0.177894
-0.266049	0.214342
-0.083193	0.065843
-0.466488	0.486812
-0.523590	0.903873
-0.348356	0.576686
-0.210813	0.846448
-0.209801	0.775890
-0.299917	0.581971
-0.301687	1.093292
-0.349668	1.157164
-0.450457	0.984998
-0.205284	0.672784
0.109476	0.590042
0.234501	0.349370
0.396759	0.156087
0.297723	0.320165
0.203830	0.240353
0.290409	0.236583
0.244049	0.175913
0.378902	0.195168
0.118757	0.519550
0.168944	0.383400
0.197533	-0.022892
0.292926	0.341449
0.354946	0.174549
0.202008	0.599369
0.253432	0.166099
0.190154	0.578453
-0.175526	1.081928
0.206858	0.501541
-0.374520	0.917062
-0.402997	0.906746
-0.272598	0.840812
-0.040961	0.793352
-0.086294	0.926637
0.452000	0.059085
0.114344	0.627647
0.499627	0.134525
0.161729	0.387826
0.122004	0.574959
0.133289	0.222320
0.382536	0.326207
0.327124	0.034772
-0.059140	0.743629
0.099958	0.626111
-0.165497	0.854412
-0.049775	0.860948
-0.365383	0.697004
-0.004943	0.834686
-0.057310	0.787157
0.151889	0.819504
-0.129673	0.786016
0.246931	0.535495
0.307099	0.215929
0.351391	0.204275
0.268795	0.343755
0.150748	0.775542
-0.299019	0.626552
-0.366158	0.790877
-0.257066	0.832656
-0.379117	0.789758
-0.331735	0.965919
0.127563	0.745111
0.148601	0.507763
0.004992	0.654767
0.107310	0.768526
-0.305312	0.813219
-0.244631	0.919370
-0.147327	0.899728
0.049250	0.759305
-0.074361	0.860039
0.142072	0.619547
0.122349	0.667019
0.196320	0.638778
-0.118227	0.885507
-0.068927	0.684316
0.160389	0.431760
0.105137	0.793095
0.110113	0.664960
0.070848	0.661110
-0.073450	0.799785
0.161164	0.117899
0.067609	-0.010257
0.115998	-0.176819
0.272739	0.123735
0.026587	-0.190175
-0.100451	0.104067
0.054201	0.000546
0.034013	0.010329
0.197229	0.455377
0.043104	-0.078001
-0.190356	0.007683
-0.065406	0.066670
0.291697	0.105650
0.107242	-0.076833
0.081502	-0.128589
0.102069	0.028950
0.179985	-0.219534
0.185450	-0.001766
0.168412	0.050903
0.091035	-0.037546
-0.074618	-0.015841
-0.191529	0.141063
-0.007526	0.029178
0.002033	0.045763
-0.148625	0.063567
0.045003	-0.008446
0.084233	-0.028889
0.013343	-0.151146
0.223547	-0.121356
0.074229	0.078322
0.032029	0.103440
0.110252	0.116756
0.087249	-0.154716
0.330551	0.090621
0.171489	0.110450
0.013291	-0.095581
0.084217	0.015076
0.255823	0.105149
0.087874	0.723439
0.180060	0.765128
0.123676	0.659139
-0.464123	0.781546
-0.055119	-0.079653
-0.428876	0.456463
-0.303075	0.437767
-0.298467	0.431613
-0.323963	0.652027
-0.324235	0.470124
-0.494773	0.347474
-0.285738	0.311197
-0.327335	0.281913
-0.235777	0.494118
-0.326492	0.693828
-0.382039	0.386856
-0.448836	0.086551
-0.266709	0.406754
-0.422145	0.407381
-0.253108	0.565602
-0.148201	0.121791
-0.083950	0.096438
-0.039242	0.185963
-0.189518	0.115841
-0.022394	0.070305
-0.057275	0.143616
-0.358492	0.035270
0.025674	0.158279
-0.224411	-0.018761
-0.239644	0.032744
-0.053836	0.011507
-0.064242	-0.074620
-0.259110	0.042279
-0.066420	0.065612
-0.161057	0.059819
-0.039916	-0.019764
-0.246662	0.092518
-0.038217	0.097367
-0.130277	0.247886
-0.067632	0.348211
-0.144683	0.214799
-0.196510	0.261494
-0.231682	0.083458
-0.414563	0.463858
-0.325624	0.173329
-0.357765	0.657610
-0.448150	0.553179
-0.266732	0.425839
-0.408250	0.382353
-0.265114	0.350898
-0.428850	0.545833
-0.125306	0.602573
-0.444996	0.692430
-0.141967	0.054761
-0.165583	0.011673
0.029365	-0.149156
-0.038364	0.539600
0.187363	0.392170
0.362456	0.184686
0.410109	0.264440
0.447019	0.365025
0.278581	0.237604
0.210122	0.252265
0.311854	0.577116
-0.038041	0.560516
-0.467837	0.833962
-0.077728	0.742381
-0.323282	0.558233
-0.185775	0.900269
-0.411179	0.366357
-0.366229	0.369298
-0.342250	0.494492
-0.216440	0.490445
-0.464331	0.542722
-0.241452	0.342418
-0.066410	0.200495
-0.158513	0.081634
-0.122854	0.201217
0.008147	-0.011400
-0.279689	0.016966
-0.246301	0.076969
-0.118307	0.049199
-0.157343	0.015387
-0.102289	0.026718
-0.192224	-0.073059
-0.037244	0.069119
-0.097449	0.132888
-0.094579	0.086010
0.091940	0.063322
-0.056814	0.087596
-0.206506	-0.030526
-0.285101	-0.046925
-0.008634	0.133935
-0.091937	0.005472
-0.096035	0.016223
-0.138632	-0.035851
0.064856	0.009905
-0.170779	-0.196618
-0.148545	0.039389
-0.072681	0.246296
-0.092982	-0.123931
-0.196114	0.010301
-0.321415	0.063087
-0.371097	0.253277
-0.293151	0.601397
-0.373099	0.362927
-0.166817	0.325453
-0.358173	0.279488
-0.335438	0.383276
-0.400595	0.366006
-0.442774	0.569433
-0.375281	0.237518
-0.375989	0.207017
-0.177165	-0.155788
0.009875	0.135582
-0.301242	0.636569
-0.488429	0.418101
-0.332593	0.332024
-0.408980	0.298991
-0.328663	0.405300
-0.384648	0.156971
-0.278279	0.473281
-0.287911	0.271941
-0.495537	0.386636
-0.419006	0.157279
-0.380552	0.586853
-0.385625	0.376064
-0.318346	0.470483
-0.394238	0.629552
-0.220206	0.371717
-0.275008	0.353787
-0.290349	0.525548
-0.376825	0.522997
-0.314618	0.353459
-0.444375	0.468167
-0.302577	0.547737
-0.431089	0.488645
-0.277982	0.356723
-0.400680	0.473712
-0.371186	0.541654
-0.510373	0.562054
-0.358562	0.303818
-0.182354	0.535884
-0.440903	0.268882
-0.355363	0.416783
-0.414956	0.378843
-0.355354	0.271999
-0.278513	0.366538
-0.265955	0.319783
-0.343666	0.516080
-0.519879	0.198191
-0.274828	0.356353
-0.409789	0.272493
-0.352963	0.428518
-0.352900	0.299495
-0.164684	1.041551
-0.293109	0.896925
-0.404888	0.802295
-0.197137	0.945885
-0.314437	0.410587
-0.322043	0.568145
-0.110711	0.637797
-0.463687	0.297935
-0.479559	0.221152
-0.388215	0.442732
-0.358763	0.104713
-0.222889	-0.000555
0.141522	-0.033421
0.155456	0.144576
0.013559	-0.172850
0.134713	-0.028861
0.000545	0.619915
-0.048545	-0.029157
0.067289	-0.084589
0.152617	-0.008842
0.043326	-0.037575
0.125939	-0.054988
0.214852	0.123831
0.058470	-0.025248
0.240567	0.394989
0.194674	0.260749
0.133097	0.768165
-0.202086	0.652074
-0.283677	0.906678
-0.321767	0.714264
-0.184867	0.821094
-0.469293	0.703890
-0.282590	0.915254
-0.336571	0.563488
-0.514776	0.443085
-0.299324	0.806855
-0.368308	0.366657
-0.413577	0.590532
-0.449799	0.516139
-0.071904	-0.024283
-0.119152	0.136762
-0.099554	0.014495
0.125700	0.020319
0.138618	0.183696
0.071766	-0.098988
0.217163	-0.070253
0.262194	-0.072895
0.189415	0.347062
-0.090546	0.027786
0.190417	0.040804
0.034807	-0.134839
0.111429	0.023236
0.125377	-0.047373
0.051725	-0.018281
-0.006713	-0.054030
0.312568	0.073705
0.188787	-0.033467
0.243363	0.283567
0.289077	0.488741
0.186928	0.338517
0.058643	0.669316
0.019110	0.671210
-0.015481	0.644103
0.049852	0.540366
0.116035	0.644280
0.057831	0.489670
0.040745	0.675718
0.144955	0.669899
0.210700	0.355628
-0.121126	0.866729
0.060408	0.616728
-0.049344	0.784515
-0.177441	1.038993
-0.070970	0.656249
-0.144574	0.677373
0.061224	0.752959
0.185436	0.438324
0.121738	0.553931
-0.349380	0.726547
-0.056055	0.946715
0.174229	0.207373
0.167754	0.126173
0.321968	0.103784
0.265604	0.498787
0.250476	0.244233
0.134062	-0.035233
0.253910	0.006699
0.091633	0.102933
0.133170	-0.126289
0.133858	0.115687
0.169925	-0.248657
0.377297	-0.019803
0.143934	0.221624
0.057111	-0.040553
0.139639	-0.073436
0.114244	0.106085
0.190363	-0.061971
-0.156568	0.097063
-0.027597	0.131415
-0.207192	0.027810
0.219245	0.109375
0.096255	0.022199
0.215506	0.075131
0.204594	0.105210
0.148159	0.005967
0.117640	-0.038629
0.086745	-0.097637
0.170964	0.256879
0.101281	0.523735
0.274296	0.462289
0.228930	0.271708
0.161809	0.079289
0.044677	0.032903
0.148334	0.003061
0.161972	-0.180425
0.179929	0.010706
0.016401	-0.249694
-0.430979	0.705596
-0.337536	0.321474
-0.267016	0.425939
-0.266051	0.269526
-0.378192	0.460453
-0.404103	0.417657
-0.138616	0.690969
-0.444780	0.460231
-0.496394	0.625261
-0.350200	0.458137
-0.408034	0.563652
-0.416594	0.446804
-0.413620	0.291580
-0.373090	0.486530
-0.488308	0.486804
0.064282	0.044778
-0.320018	-0.045290
-0.099505	0.093804
-0.128498	0.024002
-0.029742	0.185476
-0.165190	0.075993
-0.028030	0.053028
-0.115333	0.008756
-0.070700	0.080400
-0.137291	0.156870
0.092141	0.040645
-0.193293	0.028506
-0.205609	-0.029240
-0.071255	0.291761
0.039554	0.284431
-0.228151	0.238004
-0.154497	0.166698
-0.046103	0.170363
-0.220116	0.197802
-0.036191	0.081371
-0.198580	0.122929
-0.186946	0.594091
-0.326019	0.508303
-0.256335	0.517359
-0.348931	0.276457
-0.451527	0.687052
-0.371478	0.825883
-0.424316	1.185185
-0.229373	1.042750
-0.260613	0.961048
-0.189921	0.738686
-0.351391	1.044272
-0.250149	1.020854
-0.279207	0.863570
0.052201	0.616330
0.119152	0.595299
0.126491	0.514687
-0.197322	0.863116
-0.263416	0.695845
-0.204099	0.982430
-0.121262	1.136419
-0.361838	0.950644
-0.178050	0.878042
-0.265257	0.865474
-0.305015	0.351357
-0.291496	0.676966
-0.465066	0.450492
-0.361170	0.571524
-0.289583	0.492359
-0.283218	0.618101
-0.244172	0.671008
-0.426763	0.609556
-0.134549	0.528262
