Delta_44.2348	Delta_109.5944
0.204268	0.262684
0.182183	0.266411
-0.075075	-0.143342
0.140852	-0.144742
0.060587	-0.224748
0.093019	-0.098274
0.122478	-0.174212
0.396396	0.133237
0.219802	0.212862
0.289754	0.478676
0.211431	0.398768
0.183137	0.446227
0.044899	0.276935
0.231719	0.514689
0.257495	0.464067
0.252670	0.409611
0.084788	0.521387
-0.200793	0.779621
-0.044159	0.820020
-0.093721	0.927651
-0.202006	0.984697
-0.268852	0.687672
-0.450859	0.331178
-0.530826	0.582558
-0.449890	0.509462
-0.458997	0.404429
-0.372062	0.449914
-0.511368	0.379843
-0.366229	0.437652
-0.381360	0.706206
-0.454075	0.458767
-0.327558	0.560560
-0.417385	0.472002
-0.401928	0.436596
-0.604044	0.612721
-0.351513	0.212696
-0.416237	0.319236
-0.438922	0.334136
-0.514823	0.347577
-0.488895	0.547201
-0.380676	0.313835
-0.409158	0.604627
-0.382211	0.387657
-0.463252	0.361082
-0.313728	0.395057
-0.134635	0.150690
-0.184455	0.020689
-0.041027	0.187427
-0.180284	0.181375
-0.160034	0.102325
-0.102597	0.042059
-0.289060	0.273100
-0.088853	0.025653
-0.012032	-0.007004
0.183647	-0.057557
0.133488	0.093173
0.091366	-0.163118
0.150381	0.098796
0.083816	-0.063516
0.028280	-0.198732
-0.043387	0.109743
-0.315952	0.278139
-0.103172	0.081865
-0.282612	0.248348
0.060018	-0.129765
0.050110	0.542810
-0.041783	0.708785
-0.209961	0.916240
-0.192808	0.749219
0.034673	0.692845
0.032138	0.616360
-0.061553	0.759271
-0.063001	0.916422
-0.168388	0.939259
0.002531	0.891739
-0.341830	0.816948
-0.092358	0.962275
-0.065165	0.819195
-0.098866	0.841901
-0.258881	0.877120
0.109155	0.615431
0.010907	0.723997
-0.130388	0.723647
-0.153277	0.742392
-0.037347	0.760960
-0.051726	0.794828
0.180703	0.208392
0.266295	0.043291
0.279806	0.218671
0.160565	0.292217
0.291903	0.357866
0.313501	0.253059
0.155984	0.526506
0.115825	0.217732
0.322694	0.188124
0.212325	0.163059
0.273875	0.422467
0.019666	0.339573
0.172821	0.420891
0.326045	0.252984
0.011994	0.381784
0.184701	0.446303
0.220206	0.213220
0.145615	0.436250
0.134811	0.352405
0.031952	-0.185295
0.046728	0.115097
-0.099651	0.034018
-0.094455	0.140946
-0.162447	0.008657
-0.205968	0.052847
-0.007512	0.071677
-0.094468	0.090242
-0.292119	0.264208
-0.318652	0.401775
-0.293781	0.563387
-0.310510	0.328295
-0.109530	-0.025927
-0.102800	0.032145
-0.162197	0.161659
-0.174877	0.011463
0.127784	-0.103475
-0.224950	0.268166
0.011835	0.079725
-0.169341	-0.027328
0.160864	0.071562
0.151503	-0.079336
0.159254	0.025449
0.152423	0.187766
0.086814	-0.085734
0.108861	0.112082
-0.069284	-0.224999
0.077772	-0.158329
0.098321	0.093279
0.311498	0.026697
0.103278	0.011125
0.093846	-0.161289
0.077756	-0.175879
0.154353	-0.024773
0.142459	0.012165
0.173243	0.089137
0.106608	-0.180401
0.054873	-0.134492
0.103699	-0.083542
-0.016790	-0.027986
0.019876	-0.232220
0.106448	-0.122618
0.071384	0.073592
-0.060619	-0.186359
0.019090	-0.127325
0.111420	-0.088740
0.035839	0.145738
0.054472	-0.299888
0.248181	-0.079191
0.097665	-0.176496
0.193505	-0.147541
0.080158	-0.026119
0.033756	-0.118709
0.168646	-0.068551
0.241131	0.116092
0.165524	0.339372
0.086896	0.473567
0.011556	0.775820
0.048175	0.600524
-0.175636	0.653858
-0.441324	0.893755
-0.303380	0.659558
-0.296739	0.792617
-0.253410	1.032153
0.003985	0.749752
-0.361606	0.611703
-0.527753	0.879421
0.079514	0.819942
0.266025	0.226449
0.117057	0.275785
0.290789	0.156183
0.267475	0.271629
-0.047363	0.965003
-0.126756	0.807567
0.132490	0.687677
0.028068	0.054784
0.263217	0.364407
-0.005878	-0.106706
0.096127	0.102269
0.280052	0.340769
0.133074	0.354815
0.102693	0.550756
-0.131844	0.778024
-0.063877	0.770394
-0.427819	0.913547
-0.349630	0.850621
-0.380257	0.634661
-0.341996	0.553488
-0.447914	0.450073
-0.376054	0.365381
-0.278776	0.434084
-0.116579	0.116625
-0.136727	0.048199
-0.209799	-0.202198
-0.180146	0.206190
-0.170681	-0.024271
-0.190312	0.183226
-0.182211	-0.017713
-0.065103	0.142906
-0.122676	0.060828
-0.175334	0.024719
-0.241871	0.137773
-0.160958	-0.001880
-0.198458	0.145307
-0.059603	0.129688
-0.136246	0.115783
-0.106711	0.094145
-0.035406	0.237093
-0.041776	0.130039
-0.299389	0.038945
0.092235	0.151655
0.080886	-0.055318
0.084175	-0.110218
0.042567	-0.153238
0.075634	-0.131790
0.033498	0.073185
0.121852	-0.047637
0.160511	-0.068468
-0.014579	-0.131020
-0.131589	0.049101
-0.090511	0.226956
-0.190794	0.127941
-0.069494	0.027756
-0.259426	0.364482
-0.135048	0.134629
-0.122677	-0.009510
-0.085509	0.160781
-0.093490	0.173795
-0.122447	0.231944
-0.032152	0.224842
-0.413425	0.615082
-0.247420	0.729242
-0.317022	0.629388
-0.228690	0.856801
-0.264765	0.678896
-0.351181	0.746336
-0.394300	0.888699
-0.275394	0.989020
-0.156649	0.802127
-0.414277	0.928236
-0.479527	1.115916
-0.387597	0.781199
-0.143936	0.799740
0.104653	0.600051
-0.002100	0.619478
-0.125400	1.147912
-0.030775	0.743257
-0.446206	1.034294
-0.518159	1.127153
-0.391874	0.940970
-0.411022	0.894698
-0.374017	0.918174
-0.209914	0.900890
-0.304227	0.854466
-0.278968	0.948265
-0.093510	0.850000
-0.005911	0.714185
0.247866	0.502238
0.197924	0.511668
0.166497	0.519480
0.044328	0.689941
-0.066897	0.838444
-0.125697	0.752029
-0.015811	0.614988
-0.125524	0.735237
-0.003679	0.818507
-0.004309	0.576746
-0.063376	0.712194
0.050402	0.635296
-0.015689	0.857472
-0.002520	0.491296
-0.100388	0.693800
-0.106563	0.710902
0.056725	0.592616
-0.220083	0.571367
-0.314283	0.963476
-0.134314	0.820368
-0.185570	0.848047
-0.047358	0.890572
0.037947	0.684331
-0.114904	0.889915
-0.074129	0.949813
0.066111	0.773109
0.009142	0.927087
0.019356	0.748223
-0.025093	0.737814
-0.196709	1.122503
0.107577	0.858788
-0.007421	0.703045
0.054229	0.699511
-0.038275	0.928210
-0.145482	0.711588
0.161921	0.624364
0.015537	0.866324
0.008102	0.634555
0.077391	0.721399
-0.445902	1.004599
-0.435955	0.738421
-0.426703	0.484479
-0.365032	0.625268
-0.326059	0.542522
-0.375488	0.556854
-0.258108	0.405787
-0.202027	0.467616
-0.299371	0.568770
-0.412728	0.484137
-0.503791	0.538937
-0.414292	0.437214
-0.305743	0.486699
-0.470309	0.439621
-0.024319	0.204128
-0.208940	0.063539
-0.255329	0.232851
0.001405	0.131626
-0.262789	0.112361
-0.006023	-0.085441
0.239382	-0.009050
0.040525	0.055180
0.207645	0.115298
0.116441	0.090815
0.054695	-0.165791
0.193499	-0.123718
0.098751	-0.095745
0.204108	0.311868
0.016858	0.022017
0.100137	0.006454
0.015015	-0.176732
0.087558	-0.036502
0.127748	0.107036
0.295397	0.040013
0.063525	0.020193
0.172545	-0.044160
0.154154	0.440549
0.251483	0.212232
0.237283	0.556795
-0.191457	0.969820
0.244699	0.352422
0.291102	0.276177
0.238930	0.308681
0.205315	0.356094
0.109551	0.426476
0.293449	0.322518
0.230506	0.380278
0.163571	0.061952
0.297132	0.196568
0.217929	0.401242
0.264581	0.449764
0.166524	0.279539
0.027159	0.817456
0.249237	0.649580
0.189881	0.545293
0.048559	0.803166
0.157280	0.641752
0.108343	0.632905
0.043773	0.671198
-0.001292	0.816924
-0.119236	1.083644
-0.030599	0.714852
-0.114455	0.617068
-0.028384	0.759450
0.181745	0.579448
-0.469007	0.626772
-0.334948	0.619424
0.035680	0.788355
0.307450	0.051341
0.185122	0.281953
0.159738	0.264622
0.136612	-0.122103
0.139462	-0.024635
0.097807	-0.087038
0.198001	-0.113342
0.083282	-0.053341
0.053367	-0.046206
-0.243414	0.009523
-0.065659	0.256036
0.234248	0.243720
0.045932	-0.081067
-0.043579	-0.059746
-0.190911	0.024072
-0.213080	0.081465
-0.100978	0.034137
-0.367015	0.241931
-0.262107	0.041773
-0.219737	0.089178
0.010224	0.004321
-0.035514	0.222966
-0.055936	0.055205
-0.112664	0.070963
-0.124426	-0.044886
-0.185672	0.217613
-0.202310	0.032803
-0.115228	0.307140
0.014272	0.145714
0.275458	0.302762
0.379197	0.290819
0.349572	0.076021
0.034945	-0.088853
0.154746	0.043981
0.073229	-0.018466
0.217536	-0.124456
0.151406	0.019202
0.201730	0.104146
0.139848	0.013011
0.014203	-0.087771
0.006662	-0.010891
-0.152233	0.145840
-0.188183	0.135804
-0.282890	0.576994
-0.389116	0.531118
-0.295924	0.503150
-0.337636	0.370605
-0.279230	0.511319
-0.363945	0.545019
-0.465786	0.505159
-0.337524	0.523046
-0.336964	0.340348
-0.275406	0.612534
-0.392998	0.440080
-0.195695	0.685906
-0.266931	0.351970
-0.441793	0.153823
-0.135509	0.036413
-0.193702	-0.219959
-0.207776	0.121283
-0.219332	0.087954
-0.042467	0.160499
-0.055282	0.071469
-0.346696	0.563717
-0.377750	0.534013
-0.357079	0.496229
-0.503550	0.416874
-0.350375	0.601742
-0.187895	0.600737
-0.496407	0.881397
-0.419855	0.740999
-0.462156	0.488984
-0.428054	0.494537
0.019024	-0.110504
-0.216363	0.115000
-0.507772	0.357140
-0.393455	0.407276
-0.397001	0.517239
-0.440575	0.726355
-0.245428	0.775560
-0.392317	0.839472
-0.076362	0.869860
-0.435509	0.534826
-0.399087	0.455904
-0.514911	0.684604
-0.352913	0.640466
-0.418889	0.554776
-0.325855	0.527219
-0.328579	0.419235
-0.466614	0.419886
-0.425281	0.315912
-0.360250	0.454986
-0.372012	0.568449
-0.500466	0.484891
-0.391680	0.389502
-0.409245	0.645285
-0.338489	0.387248
-0.434021	0.483315
-0.439910	0.400654
-0.514554	0.619761
-0.475021	0.396809
-0.508622	0.561638
-0.286293	0.553613
-0.496855	0.493106
-0.508455	0.641166
-0.465581	0.518494
-0.340289	0.511376
-0.361596	0.583711
-0.369130	0.520848
-0.519808	0.382417
-0.283951	0.328447
-0.317269	0.409519
-0.415811	0.733523
-0.324598	0.732569
-0.415416	0.493108
-0.473293	0.650051
-0.320324	0.635087
-0.510781	0.309168
-0.429019	0.366661
-0.478686	0.500492
-0.314439	0.450017
-0.391798	0.518651
-0.384316	0.499344
-0.336658	0.494316
-0.483488	0.404494
-0.050341	0.304288
-0.128716	0.068993
-0.223016	-0.008521
-0.291795	0.318072
-0.359377	0.484542
-0.366704	0.389226
-0.359946	0.446536
-0.332946	0.879073
-0.538338	0.815589
-0.217744	0.520633
-0.347996	0.778534
-0.361610	0.820319
-0.338843	0.849541
0.084202	0.687855
-0.125713	0.753429
-0.113986	0.775418
-0.117150	1.089560
0.048686	0.808740
0.081505	0.702539
-0.006002	0.845921
0.020241	0.921555
-0.051030	0.894973
0.142124	0.711405
-0.052957	0.775813
-0.074904	0.749254
0.048286	0.774389
0.119990	0.561078
-0.442872	0.567593
-0.209104	1.017401
-0.306305	0.846663
-0.015490	0.826199
0.131694	0.735475
-0.246381	0.715166
-0.041282	0.815032
0.112645	0.346937
0.251186	0.028014
0.137560	0.279867
0.045201	0.382355
-0.172250	0.745706
-0.265021	0.788404
-0.261838	0.675074
-0.397738	0.936811
-0.353345	0.863657
-0.399436	0.971476
-0.248121	0.592614
-0.432960	0.999396
-0.230251	0.931484
-0.170698	0.723182
-0.358400	0.846408
-0.270797	0.945052
-0.254017	0.930418
-0.406955	0.768411
-0.438053	0.914537
-0.236524	0.862118
-0.220864	0.695025
-0.299174	0.699980
-0.345570	0.884175
-0.372741	0.905454
-0.146971	0.829113
-0.186595	0.954175
-0.203109	0.965843
-0.217023	0.580261
-0.333180	0.793926
-0.412634	0.867809
-0.144429	0.952089
-0.322694	0.968494
-0.318699	0.590145
-0.276254	0.621355
-0.386969	0.414065
-0.489905	0.684518
-0.454412	0.835224
-0.345263	0.815352
-0.412868	0.753937
-0.409925	0.845511
-0.407074	0.704516
-0.230490	0.821287
-0.570260	0.906618
-0.209778	0.812463
-0.014767	0.754010
-0.124969	0.701275
-0.263770	1.158148
-0.323593	0.989877
-0.281335	0.971946
-0.233447	0.897960
-0.288403	0.700504
-0.498190	0.609904
-0.151941	0.135682
-0.052794	-0.010161
0.137038	0.098009
0.007585	-0.005613
0.033896	0.038615
-0.039006	0.108455
-0.030894	0.091015
-0.091124	0.176146
-0.097756	-0.058723
-0.025237	0.166733
-0.093145	0.180610
-0.099138	0.039242
0.163928	0.077479
0.277303	0.022466
0.231530	0.158972
0.270411	0.305084
0.366592	0.270807
-0.066349	0.819017
0.269872	0.283827
0.043504	0.731691
0.119168	0.665114
-0.198744	0.657661
-0.520087	0.818579
-0.384676	0.796217
-0.126528	0.839252
-0.255195	0.988202
-0.219924	1.070290
-0.233352	0.416060
-0.312260	0.220254
-0.085753	0.072066
-0.099965	-0.005241
-0.159556	0.156626
-0.063963	0.089640
-0.360517	0.266557
-0.378361	0.636227
-0.435477	0.469282
-0.296315	0.647884
-0.151058	-0.056175
-0.143456	0.002402
-0.216922	0.092736
-0.159849	0.015410
-0.161298	-0.050616
-0.188663	-0.030913
-0.060949	0.228760
-0.176231	0.067488
-0.141890	-0.112598
-0.082453	0.160275
-0.452320	0.484364
-0.446433	0.675587
-0.526222	0.300605
-0.326082	0.402126
-0.337292	0.638311
-0.018534	0.742959
0.187684	0.738288
0.039259	0.937621
0.068047	0.914156
-0.036966	0.430456
-0.075269	0.818146
0.005198	0.804590
-0.001222	0.847314
0.067899	0.744788
-0.085200	0.754427
0.031283	0.694173
0.021647	0.562923
0.124336	0.637644
0.013481	0.632272
-0.115871	0.692618
0.043923	0.637344
-0.068782	0.866066
-0.325233	0.773540
-0.290414	0.868043
-0.273910	0.974112
-0.278563	0.833239
-0.338800	0.848103
-0.422392	0.367912
-0.339618	0.570836
-0.496485	0.406681
-0.351810	0.457290
-0.377843	0.293570
-0.378174	0.504723
-0.218482	0.882248
-0.284866	0.898482
-0.236071	1.124578
-0.237068	0.913495
-0.265920	0.730984
-0.309494	0.665953
-0.277179	0.813674
-0.136968	0.871321
-0.006351	1.003351
-0.326136	0.796654
-0.432060	0.431264
-0.388662	0.402483
-0.505526	0.514563
-0.449241	0.953309
-0.366043	0.974791
-0.260874	0.619033
0.040357	0.738733
-0.042124	0.657589
0.156394	0.545222
-0.433693	0.526339
-0.298830	0.837521
-0.175496	0.901956
-0.191717	1.156703
-0.396047	0.755207
-0.361458	0.903824
-0.168700	1.024774
0.059250	0.689152
0.059154	0.808903
0.009032	0.937793
-0.172571	0.929728
0.041979	0.680804
0.068232	0.546847
-0.076643	0.993300
0.063429	0.867978
0.111439	0.725877
-0.009123	0.837060
0.242430	0.392071
0.108706	0.296423
0.318324	0.156210
0.256015	0.404747
0.197084	0.336618
0.290414	0.184003
0.244329	0.419151
0.273708	0.223875
0.236736	0.447413
0.329998	0.161249
0.246606	0.114979
0.219055	0.214279
0.173313	0.365735
0.215429	0.242719
0.046951	0.480542
0.030671	0.240089
0.212485	0.389982
0.222198	0.043366
0.291960	0.404899
0.363262	0.070677
-0.173337	0.856194
0.053257	0.665379
0.025182	0.833128
0.013998	0.927807
0.002913	0.729733
0.031561	0.541953
0.068941	0.455749
0.001417	0.662281
-0.049562	0.749940
0.111303	0.554381
0.229106	0.327848
0.073693	0.564584
-0.046468	0.700011
0.005946	0.830101
0.042371	0.611368
-0.047689	0.795502
0.125737	0.729226
-0.040441	0.802598
-0.031004	0.847502
0.118569	0.536436
0.049775	0.654268
0.208329	-0.109563
0.151868	-0.115276
0.088792	-0.045420
0.156949	-0.090186
0.082896	-0.170042
0.152704	-0.105029
0.123805	-0.062132
0.158717	-0.069661
0.264995	0.099150
0.065806	0.019110
-0.222229	-0.029054
-0.264932	0.074801
-0.046930	0.039366
-0.103072	0.071524
0.300083	0.020077
0.285120	0.317943
0.307665	0.276731
0.369802	0.158631
0.314941	0.308667
0.326804	0.060359
0.264339	0.491041
0.288849	0.165373
0.115604	0.535570
-0.236710	0.851098
-0.390594	0.933748
-0.149519	0.814894
0.083144	0.758202
-0.124459	0.901520
-0.255546	0.933910
-0.455510	0.565113
-0.352501	0.462647
-0.385920	0.344956
-0.314023	0.542967
-0.357976	0.770990
-0.400485	0.648393
-0.367299	0.545283
-0.429683	0.621913
-0.354366	0.529084
-0.273896	0.850897
-0.361641	0.931934
-0.192316	0.854382
-0.256745	0.728118
-0.001894	0.748942
0.100735	0.838306
-0.050592	0.962982
0.088174	0.700214
-0.156111	0.836177
0.121901	0.828319
-0.051562	0.872860
0.054561	0.949463
0.005969	0.662359
0.094798	0.794694
0.070719	0.712210
-0.001030	0.781928
0.056418	0.844348
0.154669	0.594656
0.030594	0.575775
0.081022	0.703682
0.081022	0.740756
-0.014848	0.830754
-0.060437	0.734712
-0.016385	0.724034
0.131338	0.636906
0.270950	0.447199
0.257602	0.311735
0.010627	0.583752
0.192859	0.105137
0.249298	0.162270
0.315053	0.173974
0.184951	0.183172
0.116181	0.100695
0.126353	-0.020923
0.121042	-0.040005
0.248078	-0.081697
0.137546	0.160640
0.101643	-0.086437
0.133287	-0.034647
0.275141	0.110849
0.100538	-0.145779
0.158755	-0.048876
0.166658	0.014573
0.179912	-0.082022
0.194590	0.288260
0.276427	0.163712
0.194205	0.195566
0.225617	0.267425
0.276167	0.158619
0.273263	0.403463
0.183741	0.486511
0.159389	0.446893
0.356244	0.171819
0.270617	0.318786
0.234392	0.196692
0.409079	0.021386
0.152037	0.208429
0.152332	-0.033395
0.100002	0.377415
0.198182	0.237815
0.115365	0.054458
0.330907	0.333875
0.178624	0.331714
0.217499	0.086258
0.128816	0.631013
-0.057048	0.831984
-0.114000	0.982325
-0.051299	0.964298
0.053922	0.693924
-0.011161	0.671707
-0.037376	0.405183
0.151430	0.308223
0.138700	0.247570
0.065752	0.320153
0.242709	0.123782
0.168211	0.367414
0.251809	0.144248
0.170295	0.078837
0.050719	-0.185303
0.150400	-0.001682
0.000279	-0.077594
0.213223	-0.024653
0.241037	0.084966
0.027985	0.060231
-0.000517	-0.067223
-0.156970	0.234450
-0.189602	0.127486
0.113001	-0.123149
-0.068572	0.023379
-0.160930	0.027574
-0.366805	0.013292
-0.356803	0.954309
-0.482016	0.661667
-0.461472	0.608748
-0.348144	0.663159
-0.196632	0.842027
-0.381204	0.945316
-0.337325	0.793346
-0.414973	0.840704
-0.193604	0.852635
-0.234331	0.758902
-0.444521	0.826970
-0.419061	0.615162
-0.338734	0.676149
-0.281354	0.695789
-0.373677	0.720765
-0.351064	0.795533
-0.392490	0.782834
-0.354382	0.737697
-0.394608	0.974880
-0.271599	0.978716
-0.203568	0.817839
-0.415195	0.805401
-0.519338	1.064873
-0.406693	0.863212
-0.343024	0.865437
-0.490424	0.764981
-0.468546	0.839987
-0.301223	0.704205
-0.312112	0.898902
-0.317701	0.808011
-0.396799	0.651444
-0.133724	0.837329
-0.311395	0.831382
-0.168213	0.756513
-0.331745	0.908596
-0.393505	0.728663
-0.206273	0.685797
-0.379443	0.766866
-0.217569	0.928971
-0.252514	0.945731
-0.382871	0.817277
0.011570	0.653134
-0.021757	0.662778
0.247928	0.488385
0.199605	0.254612
0.229315	0.393361
0.306000	0.391725
0.037963	-0.168585
-0.478903	0.571482
-0.480515	0.739533
0.123582	0.740468
0.018895	0.645597
-0.214316	0.817022
-0.080479	0.913121
-0.033140	0.848984
-0.076353	0.621487
-0.032983	0.673336
-0.039692	0.699559
0.057727	0.692564
0.041399	0.552795
0.027466	0.589557
-0.288964	0.730665
0.037352	0.838669
-0.027964	0.593234
0.030938	0.439123
0.409369	0.125473
0.086033	0.593065
0.394717	0.236421
0.000970	0.730612
-0.108409	0.761121
-0.031744	0.700003
-0.088521	0.858543
0.126095	0.590464
0.259140	0.321725
0.065431	0.319746
0.143506	0.543661
0.082510	0.599782
0.321922	0.144978
0.087425	0.259204
0.216271	-0.037149
-0.137926	-0.000124
-0.400818	0.369652
-0.442654	0.610815
-0.428667	0.365571
-0.322312	0.332147
-0.466980	0.664524
-0.445879	0.670505
-0.188485	0.732623
-0.344938	0.768964
-0.470064	0.876901
-0.373261	1.016403
-0.333478	0.693170
-0.302183	0.815795
-0.272826	0.906941
-0.393128	0.388995
-0.321959	0.279640
-0.335196	0.739986
-0.366182	0.786452
-0.146335	0.825614
-0.260211	0.729436
-0.211089	0.720238
-0.467605	0.734181
-0.261983	0.669589
-0.384393	0.773474
-0.246906	0.697165
-0.277996	0.536336
-0.391961	0.856630
-0.304467	0.683342
0.014521	0.829150
-0.000869	0.910638
-0.014490	0.919261
-0.121267	0.677725
0.033434	0.635124
0.014704	0.828174
-0.252123	0.802735
0.094586	0.900733
0.306557	0.507322
0.032132	0.772931
-0.009146	0.650280
-0.074182	0.776649
-0.156230	0.957563
0.020466	0.791861
0.181870	0.660586
-0.042385	0.931391
-0.201949	0.930632
0.006596	0.862550
0.105769	0.630315
-0.017267	0.844914
-0.177685	0.846575
-0.143749	0.835714
0.047187	0.628568
-0.066621	0.844422
-0.409976	0.817535
-0.412962	0.831484
-0.132183	0.132322
-0.142000	-0.013130
-0.012877	0.158429
-0.091143	-0.097253
-0.012186	-0.060629
-0.130844	0.040191
-0.047689	0.013844
-0.112706	0.052365
-0.105856	0.164850
-0.056634	0.109952
-0.125559	0.048038
-0.185865	-0.034910
-0.042949	-0.004246
0.201423	0.086010
0.018289	-0.010889
0.027529	-0.116167
0.176694	-0.124140
0.190384	0.539946
0.197018	0.212981
0.146007	0.185289
0.210162	-0.021665
0.057365	-0.061834
0.164516	-0.011549
0.178882	0.077924
0.100322	0.040265
-0.131825	0.136431
-0.142166	-0.091061
-0.142387	0.080861
-0.019722	0.226371
0.253588	-0.003836
0.001578	-0.116276
0.166559	-0.047942
-0.147466	0.113994
-0.165136	0.010402
-0.212998	0.040795
-0.229652	0.120363
-0.098145	-0.016965
-0.060987	0.137275
-0.171688	-0.031159
-0.270678	0.056341
-0.225790	-0.054658
-0.158851	0.246811
-0.208668	0.039029
-0.120248	0.060963
-0.434666	0.435810
-0.359503	0.313135
-0.498840	0.323835
-0.447502	0.279968
-0.356197	0.471597
-0.477281	0.209595
-0.479751	0.531365
-0.302024	0.839940
-0.014788	0.709696
0.153952	0.379686
0.043734	0.729703
0.389533	0.310309
0.192255	0.089129
0.141047	0.066619
-0.138052	0.060884
-0.090595	0.028081
-0.188070	-0.001031
-0.272175	0.052259
-0.337236	0.570651
-0.434505	0.220409
-0.365271	0.506207
-0.254130	0.794292
-0.429871	0.509109
-0.432233	0.417675
-0.376214	0.479386
-0.438821	0.374033
-0.343064	0.489406
-0.293505	0.361618
-0.394355	0.284206
-0.424499	0.489113
-0.385234	0.248343
-0.356305	0.378616
-0.306386	0.324561
-0.362903	0.358115
-0.320067	0.483386
-0.462807	0.388531
-0.391938	0.276334
-0.297259	0.860137
-0.362957	0.803661
-0.270589	0.607980
-0.296462	0.835164
0.090651	0.500236
-0.023466	0.714725
-0.214112	0.976159
-0.296556	0.831199
-0.387453	0.718084
-0.142010	0.532594
-0.292563	0.826930
-0.405929	0.885435
-0.389146	0.740463
-0.313206	0.858594
-0.471939	1.112417
-0.247620	0.871801
-0.437119	0.909241
-0.235085	0.756698
-0.479192	0.769079
-0.423810	0.865142
-0.339631	0.997108
-0.339737	0.871795
-0.307632	0.933468
-0.214391	0.715798
-0.298200	0.862660
-0.395109	0.888776
-0.327935	0.258014
-0.470844	0.464806
-0.305200	0.657083
-0.375136	0.626191
-0.488973	0.399181
-0.458915	0.583682
-0.325453	0.452454
-0.352457	0.739016
-0.340746	0.359766
-0.405302	0.429936
-0.445083	0.589047
-0.455161	0.343935
-0.456219	0.262836
-0.513532	0.332117
-0.407311	0.334529
-0.445415	0.448194
-0.357232	0.503030
-0.451620	0.376508
-0.336074	0.360358
-0.076433	0.180160
-0.195976	0.012196
-0.316969	0.225151
0.036495	0.026278
0.100522	0.138392
0.311274	0.615176
0.102859	0.032800
0.045242	0.225511
0.105458	0.012818
0.011203	-0.163490
0.262625	0.463390
0.096269	0.649001
0.014244	0.754626
0.105596	0.497131
0.224062	0.427506
0.126105	0.360870
0.310496	0.541712
0.104507	0.685656
0.137281	0.448166
0.199879	0.327846
0.253547	0.345879
0.378722	0.146416
0.168112	0.524398
0.027398	0.852438
-0.159075	0.786590
0.070204	0.663724
-0.431618	0.816992
-0.396394	0.637654
-0.394193	1.127240
-0.325558	0.691482
-0.251130	0.970138
-0.430227	0.806998
-0.414236	0.788227
-0.299141	0.578102
-0.506043	0.610232
-0.443502	0.445431
-0.428150	0.553182
0.090157	0.664398
-0.072560	1.038628
0.003442	0.825099
0.183340	0.327192
0.162050	0.055271
0.239594	0.175006
0.168098	0.327912
0.146641	0.380695
0.105105	-0.145163
-0.014181	-0.138808
0.084690	-0.198105
0.045110	-0.101072
0.067829	-0.008369
-0.120822	0.064809
-0.172669	0.039507
-0.071180	0.037706
0.169592	-0.023667
0.126727	-0.196123
0.045368	-0.205951
0.142276	-0.066347
0.253743	-0.003730
0.135977	0.153189
0.128044	-0.032383
-0.051255	-0.230261
0.020368	-0.089569
0.175482	0.065731
0.182357	-0.162834
-0.044523	0.225636
-0.122761	0.228856
-0.177612	0.335841
-0.451157	0.762997
-0.322127	1.044517
-0.257632	0.666772
-0.271622	0.856861
-0.407173	0.601030
-0.393088	0.650730
-0.282110	0.788459
-0.333770	0.946094
-0.304434	0.941467
-0.478988	0.644814
-0.385088	0.736859
-0.439374	0.594957
-0.366058	0.411097
-0.499410	0.421514
-0.372321	0.269114
-0.426298	0.249511
-0.409152	0.526733
-0.424270	0.510329
-0.375974	0.426775
-0.378606	0.612206
-0.361372	0.953034
-0.412931	0.636614
-0.291514	0.735510
-0.348659	0.874572
-0.346987	0.768296
-0.368125	0.985891
-0.214501	0.890158
-0.358876	0.811067
-0.127660	0.139160
-0.369985	0.625954
-0.457554	0.967052
-0.211862	0.725205
-0.309709	0.754810
-0.369387	0.738590
-0.388671	1.025744
-0.228853	1.161361
-0.257539	0.761606
-0.364990	0.444385
-0.368282	0.662455
-0.305419	0.407021
-0.426700	0.659563
-0.296191	0.147388
-0.365838	0.623053
-0.287531	0.513219
-0.328899	0.932521
-0.401211	0.760431
-0.392678	0.676957
-0.288545	0.467912
-0.475454	0.857885
-0.552412	0.841563
-0.381580	0.802673
-0.235694	0.790783
-0.372068	0.644925
-0.483418	0.720221
0.207089	0.429747
0.151995	0.482313
0.198152	0.277858
0.286744	0.737103
0.286974	0.400373
0.282063	0.431630
0.277242	0.193161
0.308485	0.287300
0.184021	0.168501
0.094948	0.139918
0.004833	0.010807
0.217243	0.030535
-0.079906	-0.166840
0.180978	0.028330
0.150112	-0.090150
0.015238	0.123416
0.141703	0.120162
0.242587	-0.140770
0.151159	0.253029
0.169653	0.014223
0.324741	0.151971
0.161637	0.610815
0.276170	0.492057
0.171896	0.412519
0.301916	0.190867
-0.138347	1.022602
-0.013057	0.911446
-0.129873	1.026906
-0.337627	0.478077
-0.340582	1.002674
-0.338660	0.928328
-0.111638	0.172189
-0.216375	-0.006939
-0.095370	0.009276
-0.221690	0.042867
-0.176292	0.121571
-0.132231	0.001546
-0.084408	-0.111389
-0.090062	0.068666
0.066939	0.119316
0.043237	-0.086537
0.098737	-0.052250
0.009006	0.051416
0.039581	-0.311574
0.088705	-0.240000
0.110266	0.008700
-0.030374	-0.252403
0.303211	-0.052444
0.163618	0.176523
0.075253	-0.194611
0.129763	0.128264
0.405789	-0.015975
0.130879	-0.067438
0.341926	0.143405
